courseId,2025-03-03 10:00:00,2025-03-03 14:00:00,2025-03-04 10:00:00,2025-03-04 14:00:00,2025-03-05 10:00:00,2025-03-05 14:00:00,2025-03-06 10:00:00,2025-03-06 14:00:00,2025-03-07 10:00:00,2025-03-07 14:00:00,2025-03-10 10:00:00,2025-03-10 14:00:00,2025-03-11 10:00:00,2025-03-11 14:00:00,2025-03-12 10:00:00,2025-03-12 14:00:00,2025-03-13 10:00:00,2025-03-13 14:00:00,2025-03-14 10:00:00,2025-03-14 14:00:00,2025-03-17 10:00:00,2025-03-17 14:00:00,2025-03-18 10:00:00,2025-03-18 14:00:00,2025-03-19 10:00:00,2025-03-19 14:00:00,2025-03-20 10:00:00,2025-03-20 14:00:00,2025-03-21 10:00:00,2025-03-21 14:00:00,2025-03-24 10:00:00,2025-03-24 14:00:00,2025-03-25 10:00:00,2025-03-25 14:00:00,2025-03-26 10:00:00,2025-03-26 14:00:00
CH366,4,2,4,4,3,1,2,4,2,2,3,2,2,3,3,2,3,3,4,2,3,3,3,2,1,4,3,3,5,3,3,2,5,3,3,3
CH386,4,4,2,3,3,1,4,2,3,3,3,3,5,3,2,3,2,2,1,1,3,3,2,4,2,5,3,1,5,3,3,2,4,3,2,2
CH392,4,2,2,3,4,2,2,4,2,3,5,4,1,3,2,5,5,2,3,4,2,2,1,3,4,5,2,2,3,4,3,3,3,1,3,5
CH395,1,3,2,3,3,3,4,3,3,1,4,2,4,2,1,2,5,3,2,2,3,1,3,2,3,2,3,3,1,3,3,2,3,3,3,2
CH403,2,2,3,3,3,4,1,5,2,4,3,4,1,3,3,5,5,2,3,3,2,2,5,3,2,2,2,3,3,3,2,3,1,4,2,4
CH404,3,3,2,3,4,2,2,3,2,3,1,3,3,2,3,3,2,3,3,1,5,3,2,4,3,3,2,4,4,3,2,2,3,2,3,3
CH421,4,3,2,4,4,3,1,3,4,1,3,3,3,4,3,3,3,2,3,4,5,3,1,5,3,5,2,3,2,4,4,3,2,2,3,3
CH424,3,3,3,1,3,3,5,3,3,2,5,1,3,5,3,3,2,4,2,2,2,2,5,3,3,5,2,1,3,3,3,1,3,2,2,2
CH435,3,3,3,5,5,3,5,5,3,3,5,3,2,3,2,3,2,2,1,4,2,1,1,3,5,2,1,3,3,2,3,3,3,5,1,2
CH442,4,4,2,5,3,2,3,2,2,2,3,4,3,3,3,3,4,3,3,3,4,2,2,3,4,3,5,2,3,3,3,4,4,3,3,5
CH454,3,4,5,3,4,3,2,3,2,3,4,1,1,3,3,3,3,1,1,4,2,3,5,4,2,3,4,3,4,3,2,3,3,3,1,1
CH456,5,2,2,4,3,2,3,3,3,5,2,3,2,3,4,2,3,2,2,3,3,2,5,2,2,2,2,1,4,3,3,5,3,2,2,2
CH463,3,2,3,3,4,4,2,2,3,2,1,3,3,4,3,5,4,1,3,3,3,3,3,3,2,5,3,1,2,4,3,4,4,4,3,2
CH486,2,3,3,3,3,3,1,1,4,2,3,3,5,4,3,3,2,3,4,3,3,2,4,2,4,3,3,1,2,4,4,3,3,3,3,3
CH490,3,4,4,3,4,3,2,1,3,4,4,3,2,1,3,4,5,2,4,3,1,3,4,2,4,2,1,2,4,3,4,3,3,4,3,4
CH500,2,3,4,4,2,3,3,3,2,2,4,4,3,4,1,3,4,4,3,4,3,4,3,4,1,3,3,3,3,5,4,2,4,2,3,4
CH503,2,4,4,3,3,3,5,2,3,1,2,4,3,5,3,3,1,5,2,3,3,3,3,3,2,3,4,3,2,3,2,2,3,3,1,3
CH511,5,5,4,2,1,4,1,2,3,2,4,4,4,4,2,4,3,3,2,4,5,1,1,2,3,2,4,3,3,4,3,3,4,4,1,2
CH528,2,3,2,3,4,2,3,3,3,3,4,2,1,3,3,2,2,3,3,5,3,2,3,2,3,3,3,4,2,5,4,3,2,2,3,3
CH549,1,5,1,2,2,2,4,3,2,4,4,4,4,3,3,3,2,3,4,3,5,3,3,3,3,3,2,2,5,1,3,3,3,4,4,5
CH570,3,3,4,5,5,4,2,1,4,4,4,2,3,3,3,3,5,2,3,3,3,3,5,2,2,4,3,2,3,3,1,2,4,3,1,2
CH571,3,2,4,3,3,5,3,2,3,3,3,3,3,2,4,3,3,3,3,2,1,2,3,3,4,3,5,4,5,4,3,3,2,4,3,3
CH572,3,3,3,3,4,4,4,4,1,5,2,4,2,3,4,3,3,3,3,2,3,2,3,1,3,3,3,3,3,5,4,4,3,3,1,3
CH593,4,3,3,2,2,1,3,3,3,3,4,4,4,3,3,5,1,2,3,3,1,4,3,3,3,3,2,2,2,4,3,3,3,3,3,1
CH600,4,3,3,3,4,3,1,4,3,2,1,4,4,4,5,3,3,3,5,3,5,2,4,3,4,1,1,1,3,3,5,3,1,2,1,4
CH609,4,5,3,1,2,3,5,2,2,4,3,2,4,2,5,2,1,3,2,3,3,3,3,3,1,5,4,1,3,3,2,3,3,2,2,4
CH634,3,2,4,4,2,4,3,3,3,4,2,3,3,3,3,3,2,3,3,4,3,3,5,2,2,3,2,3,1,2,2,3,4,4,2,3
CH640,1,3,4,3,2,3,2,3,3,3,5,3,4,4,3,3,1,3,3,2,3,4,5,3,3,4,3,2,2,4,2,3,3,4,5,3
CH661,5,2,2,5,3,2,3,4,4,4,3,4,3,3,4,3,1,3,3,2,2,2,1,4,2,2,3,4,1,2,5,3,5,2,2,2
CH707,1,4,5,5,4,4,3,4,2,3,3,4,3,4,3,4,5,2,5,3,3,4,3,3,3,1,3,2,5,1,3,5,5,4,3,2
CH712,3,1,4,3,3,3,3,3,4,2,3,2,1,3,2,1,4,3,2,1,2,3,3,3,2,3,3,3,4,3,2,4,2,2,4,3
CH724,4,2,3,2,3,2,3,1,1,3,5,4,5,3,1,3,3,2,2,1,3,2,1,3,3,3,4,2,4,1,3,3,5,3,2,3
CH725,3,3,2,3,2,4,3,1,4,3,3,1,3,3,5,1,1,5,5,1,4,2,4,4,2,2,1,1,1,4,2,3,4,3,3,1
CH761,3,2,4,2,3,3,3,2,2,4,1,2,3,4,3,3,3,1,3,4,5,1,3,3,1,3,2,3,2,3,3,3,3,2,3,4
CH762,2,3,3,3,3,3,1,3,3,1,3,3,4,2,5,3,3,2,3,4,3,3,3,3,2,4,3,2,3,4,4,3,5,1,1,2
CH781,2,1,3,3,3,3,4,2,3,3,5,2,1,3,4,2,3,1,5,2,1,1,3,1,4,4,2,3,1,3,2,2,3,2,4,3
CH802,4,5,5,3,3,3,4,3,5,2,3,3,4,1,3,3,1,3,3,1,3,5,5,3,3,2,5,2,3,1,3,1,4,3,3,2
CH804,4,1,3,3,5,2,3,3,4,1,3,2,1,2,5,2,5,2,5,3,2,3,3,3,3,3,3,4,3,5,5,1,1,3,3,2
CH827,2,3,3,2,4,3,3,3,2,3,2,1,3,2,3,3,2,1,4,1,3,3,4,4,4,2,4,2,2,3,3,1,1,4,4,3
CH840,3,4,4,3,3,2,3,2,3,3,2,4,2,3,4,3,3,3,4,5,3,4,1,4,5,3,4,3,2,4,3,3,3,4,4,2
CH846,3,5,3,5,4,3,3,3,3,3,4,4,3,4,3,3,3,4,3,2,3,2,3,2,4,2,3,2,5,3,4,4,4,4,2,3
CH850,2,4,5,5,2,3,3,2,1,3,5,3,3,3,3,5,3,1,3,5,3,3,2,2,4,3,3,3,5,1,4,3,4,5,3,2
CH865,2,4,2,2,2,3,1,4,4,3,3,3,4,3,3,3,4,3,3,2,3,3,3,3,4,1,3,3,3,3,4,2,4,4,3,4
CH876,3,3,5,2,2,2,3,2,5,3,4,2,3,1,2,3,5,3,3,3,1,3,1,4,4,3,3,2,4,4,4,2,2,3,5,5
CH887,3,4,5,2,4,2,3,2,3,4,3,2,2,3,3,3,1,4,5,3,4,5,3,3,4,2,3,4,2,4,3,3,3,3,4,3
CH888,5,3,3,5,2,4,2,4,3,5,4,1,2,3,3,2,2,3,1,4,4,4,1,1,3,5,3,3,2,3,3,2,3,3,3,3
CH928,4,3,3,4,5,3,2,4,2,5,1,5,3,4,3,5,2,2,1,5,3,3,3,4,3,3,4,4,2,2,1,3,3,3,5,3
CH935,4,3,2,3,5,2,3,1,3,3,4,4,3,5,3,4,3,4,4,5,2,3,4,4,3,1,2,3,4,4,2,5,2,3,2,4
CH936,4,3,3,2,3,3,2,4,3,2,2,1,3,3,2,4,3,3,5,2,3,3,2,2,3,4,4,3,3,3,2,1,3,3,1,1
CH937,2,3,3,2,2,2,1,3,1,4,3,3,2,2,2,5,4,1,3,2,2,4,2,3,3,3,5,4,4,3,1,4,5,3,5,2
CH965,2,2,3,4,3,5,3,3,4,2,4,2,2,3,5,3,3,4,2,4,3,2,3,2,2,2,2,3,3,3,3,4,2,3,2,3
CH982,3,4,4,4,2,2,5,3,5,3,5,5,3,1,3,5,4,2,3,4,3,4,4,5,2,2,1,5,3,1,3,3,4,4,3,1
CH998,5,2,3,1,1,1,3,3,1,2,4,2,2,3,4,2,5,3,3,2,3,2,3,2,3,4,4,2,3,3,1,3,2,3,4,2
EN016,2,2,5,4,1,3,2,3,3,5,2,3,4,4,3,3,3,3,4,5,4,3,4,1,2,3,2,5,3,3,3,4,3,2,4,3
EN062,2,3,1,5,3,5,3,5,2,1,1,3,1,3,3,3,3,2,4,3,5,3,5,3,5,1,4,4,1,3,4,3,1,3,1,4
EN107,1,2,2,3,5,2,2,3,4,3,3,3,2,3,3,4,5,4,3,3,2,4,3,5,2,4,3,2,3,5,5,4,1,4,3,3
EN112,2,2,1,4,2,1,3,3,2,1,2,3,1,3,2,2,3,2,2,3,3,4,1,4,4,4,3,4,2,2,1,5,3,5,2,5
EN114,5,5,3,4,5,3,3,4,3,4,1,3,2,2,2,4,2,4,4,3,2,2,3,1,3,5,2,3,5,4,4,4,3,4,5,3
EN126,3,3,3,2,3,3,3,1,4,2,2,3,3,1,3,4,3,3,2,3,4,3,4,3,4,4,4,5,3,5,3,4,1,3,4,2
EN155,3,4,2,3,3,3,1,1,2,2,2,4,3,4,1,3,3,4,4,4,1,4,3,4,3,3,1,3,2,1,1,5,3,4,5,5
EN164,4,4,2,2,3,3,1,3,3,4,3,3,3,3,5,2,3,3,3,2,2,2,3,4,3,2,3,2,5,3,5,3,4,2,1,1
EN178,3,3,3,4,2,3,4,3,4,3,3,2,5,4,5,3,4,3,3,4,2,2,3,4,3,3,5,3,2,3,4,1,3,1,3,2
EN190,3,3,5,4,5,3,1,2,5,3,5,2,2,3,3,2,3,3,3,1,4,3,3,3,4,3,5,3,2,3,3,3,3,2,3,4
EN194,3,3,5,3,2,4,2,4,2,1,2,3,2,2,4,4,4,4,3,4,3,3,4,2,4,3,2,2,2,4,5,3,2,2,4,2
EN196,5,3,4,3,3,3,4,4,3,3,5,5,3,1,2,4,1,2,2,3,3,2,2,4,5,1,2,3,4,4,4,4,2,2,3,4
EN203,3,5,4,4,1,2,4,2,1,5,4,2,4,1,2,3,4,1,3,2,5,3,3,1,3,3,4,2,5,3,2,3,3,5,4,3
EN227,2,2,3,4,4,2,2,3,5,3,3,3,2,3,4,5,3,2,3,4,1,4,4,3,3,4,3,1,2,2,4,3,3,4,3,4
EN242,3,3,3,5,4,1,5,4,2,1,3,3,3,2,3,2,1,3,3,3,5,2,1,1,3,4,3,3,3,3,3,3,2,4,3,2
EN265,3,5,1,2,3,3,2,5,3,4,3,4,3,2,5,1,5,3,5,3,4,1,3,4,4,2,3,3,2,3,4,3,3,5,1,3
EN271,4,4,4,4,1,3,4,1,1,4,4,3,5,4,5,5,3,4,3,4,4,2,2,2,4,4,3,3,4,3,1,3,5,4,3,1
EN284,3,4,3,3,2,5,2,2,4,5,3,3,3,1,2,3,2,4,2,3,3,3,3,4,3,4,3,2,3,3,4,4,2,1,2,5
EN291,1,3,3,3,2,2,3,1,1,1,3,3,2,3,2,3,2,3,2,5,1,5,4,3,5,2,2,2,2,3,3,1,3,2,3,5
EN307,3,3,3,4,1,5,3,3,5,5,3,1,4,3,3,2,3,4,2,5,2,1,3,4,5,4,2,5,5,2,3,3,3,5,1,3
EN325,2,3,4,2,3,5,4,3,2,3,4,4,2,3,1,1,3,2,1,4,3,4,3,4,3,2,3,2,4,3,2,3,5,1,2,4
EN331,2,1,3,3,3,3,5,4,5,3,1,5,1,4,1,4,5,3,2,2,3,2,3,3,3,3,3,2,4,4,2,2,4,2,1,3
EN352,2,2,5,2,5,2,4,3,1,4,4,2,4,3,4,4,1,2,3,5,3,3,1,4,3,4,5,2,2,5,2,4,4,3,2,2
EN400,3,2,3,3,3,3,5,3,3,5,3,5,2,4,3,4,4,2,3,4,1,4,2,5,2,3,2,2,3,3,1,4,1,4,3,3
EN403,2,3,3,2,2,1,1,1,2,3,3,3,2,3,3,3,4,3,2,3,2,5,4,3,5,3,3,1,3,4,4,3,3,3,4,3
EN416,3,3,4,4,1,2,4,4,3,3,5,5,4,2,4,2,4,2,3,3,4,3,1,4,3,3,5,3,4,3,4,4,3,5,3,4
EN440,4,3,3,5,1,3,3,1,4,2,2,4,2,3,4,4,4,1,1,3,1,3,3,3,2,3,3,2,3,3,4,4,4,3,1,2
EN470,4,2,3,2,2,4,2,3,2,3,4,3,4,2,3,4,5,2,1,2,2,2,3,3,5,2,5,4,4,5,4,4,3,3,5,3
EN480,1,4,3,4,1,3,2,5,2,4,1,1,2,3,3,2,3,2,4,1,3,3,5,4,4,1,4,4,5,3,5,3,3,3,3,3
EN499,3,4,3,3,2,5,3,2,4,2,1,3,3,2,3,5,2,2,5,3,3,2,3,3,5,3,3,5,5,2,4,3,3,3,3,2
EN512,3,3,2,3,5,4,3,5,3,2,3,2,4,5,3,3,3,2,4,3,1,4,2,5,3,3,1,3,4,3,5,3,5,5,3,3
EN535,4,2,4,3,4,1,4,3,4,3,2,5,4,5,3,3,3,3,1,2,5,3,5,2,5,3,4,3,5,3,3,1,3,4,2,4
EN539,1,5,5,3,2,3,1,3,2,3,1,1,1,3,3,2,3,4,2,4,3,1,3,3,4,2,5,3,3,1,2,3,3,4,4,2
EN542,3,1,3,4,3,4,5,3,2,3,1,3,4,3,4,4,4,2,4,3,2,5,5,3,4,2,3,2,3,3,2,3,2,1,3,3
EN546,3,2,3,2,3,5,2,3,2,3,3,5,3,3,3,2,5,3,1,3,3,1,3,3,3,1,5,2,3,4,2,2,2,2,2,3
EN570,3,3,1,4,2,3,1,2,3,3,3,3,5,3,3,2,1,3,3,3,2,4,5,3,4,4,5,3,4,2,3,4,4,2,4,3
EN579,2,3,4,5,4,1,2,1,2,3,3,2,4,3,4,3,3,3,3,3,3,4,5,3,2,5,4,3,4,1,1,2,2,3,2,4
EN592,3,3,1,3,2,4,4,3,2,4,3,2,3,5,2,5,1,1,3,2,3,2,3,2,4,4,5,4,3,3,4,2,3,4,2,5
EN609,3,3,4,3,5,5,3,2,2,3,4,2,2,1,3,4,1,2,3,4,4,4,2,3,5,5,3,4,5,3,2,3,5,3,4,3
EN616,1,2,5,3,1,5,3,4,3,2,3,5,1,4,2,3,3,4,3,3,4,1,1,1,3,3,4,3,2,4,2,5,2,2,3,1
EN624,1,3,2,1,2,3,3,2,3,4,3,3,2,3,4,3,2,1,5,4,3,2,4,2,3,4,3,1,2,5,3,4,3,5,5,3
EN625,3,3,3,3,4,2,3,3,2,3,5,3,5,4,4,3,2,3,2,5,2,2,3,3,1,2,4,3,2,3,2,2,5,3,1,5
EN638,4,2,3,4,3,3,3,3,3,3,1,4,2,3,3,4,3,4,2,3,4,4,3,3,2,3,3,2,5,4,1,3,4,2,3,3
EN650,2,3,5,3,3,3,4,4,2,4,2,1,3,3,3,3,1,2,3,2,1,1,4,5,2,2,3,5,2,4,3,5,2,5,3,5
EN660,3,3,4,4,3,3,4,5,1,3,4,3,4,4,4,4,5,4,4,1,2,3,4,3,1,3,4,4,5,3,3,3,3,3,3,1
EN668,3,2,1,3,2,3,2,3,5,3,3,5,3,2,2,3,3,1,4,1,5,5,5,4,2,4,2,4,3,3,5,1,2,3,4,3
EN679,3,4,2,3,4,3,3,1,1,2,3,2,3,2,4,4,3,3,5,3,5,2,4,3,1,5,5,3,5,2,3,2,2,4,3,1
EN689,3,2,3,2,4,2,3,2,3,2,3,3,4,1,4,2,1,2,2,3,5,1,3,3,3,3,4,1,4,2,3,3,3,1,2,2
EN707,4,2,4,2,4,3,2,5,2,3,3,3,5,4,4,5,3,1,4,3,2,3,5,2,4,3,2,4,5,2,3,3,4,1,2,4
EN723,3,3,4,5,5,2,5,4,2,3,1,4,4,4,2,3,2,5,3,1,2,3,3,4,2,3,2,3,5,3,1,5,2,4,3,2
EN728,2,2,4,4,3,2,4,3,3,3,3,3,3,3,4,3,3,2,4,2,2,4,2,3,5,3,2,3,4,3,4,4,3,4,3,3
EN740,3,2,2,3,3,3,4,3,4,4,3,3,3,4,2,3,2,2,3,1,3,5,5,2,4,5,1,3,5,2,5,3,1,3,3,2
EN749,3,3,3,1,4,3,4,4,3,1,5,4,2,4,1,1,3,1,5,4,3,1,3,3,3,2,3,3,5,5,3,3,2,2,5,3
EN750,2,3,5,3,2,5,3,3,2,4,4,3,1,3,2,2,3,1,5,1,3,2,3,1,3,4,5,3,1,1,4,2,3,5,4,4
EN757,4,3,4,3,5,2,3,2,2,3,3,3,3,3,2,3,4,3,3,3,4,3,2,4,4,4,3,4,3,4,4,4,3,4,2,2
EN780,3,3,2,3,1,3,4,4,3,5,3,4,3,5,4,3,3,3,3,3,3,3,3,4,4,2,2,1,1,2,4,5,3,3,4,5
EN789,5,1,2,1,3,4,3,4,3,5,1,2,3,1,4,1,4,1,2,4,5,3,5,3,3,4,2,2,3,3,2,1,4,3,3,4
EN791,3,4,5,4,3,3,3,3,2,3,2,1,3,4,1,2,3,3,2,1,3,4,1,3,3,2,2,3,5,2,3,3,4,1,3,4
EN800,5,3,3,3,3,3,4,4,3,4,5,5,4,3,3,2,2,3,2,3,3,3,1,1,2,2,5,3,2,1,3,3,2,5,4,2
EN804,3,3,3,4,2,3,3,3,4,2,2,3,2,1,3,2,3,2,1,3,1,5,3,3,4,2,4,4,2,5,1,2,4,2,3,4
EN810,5,3,5,3,2,3,3,3,3,3,3,5,3,2,4,3,4,1,3,1,1,3,3,4,3,2,4,3,4,3,2,3,3,3,5,3
EN825,3,3,1,3,3,3,3,4,1,2,4,5,3,4,2,2,4,5,2,1,1,2,4,3,3,3,4,1,3,5,2,4,3,1,2,3
EN827,3,3,2,3,2,3,3,3,1,2,2,2,2,3,4,3,3,1,5,2,3,5,3,2,3,1,3,3,4,1,4,4,2,3,3,3
EN836,2,1,4,2,2,4,3,3,3,3,3,5,2,2,1,3,3,2,3,2,3,5,3,1,2,1,4,3,5,4,3,4,4,2,3,3
EN848,3,2,2,2,1,5,3,3,3,3,5,3,4,3,4,4,5,1,2,2,3,3,2,4,2,4,2,3,3,3,1,4,3,4,4,3
EN858,5,4,5,4,4,3,2,5,4,2,3,3,3,1,2,4,3,3,4,4,2,1,3,4,2,3,4,5,3,1,2,2,2,3,3,2
EN867,4,3,3,5,3,5,2,2,3,3,2,3,1,3,3,3,3,5,3,5,1,3,3,4,4,4,1,4,2,1,2,3,4,2,2,3
EN875,5,3,3,3,4,5,3,3,4,5,2,3,4,3,3,3,2,3,5,3,4,4,3,4,2,3,3,3,2,2,2,3,5,5,2,3
EN882,1,3,4,5,2,2,2,3,4,3,4,3,2,2,1,4,4,4,1,4,1,2,3,3,4,3,2,2,2,2,2,4,2,4,3,3
EN889,3,4,3,1,5,1,5,1,4,3,3,1,2,4,4,3,3,1,3,2,1,3,3,1,2,3,1,4,3,1,4,3,3,3,1,3
EN902,3,4,3,3,4,3,3,3,2,4,4,2,4,3,3,1,3,3,1,3,5,4,3,3,1,5,5,3,1,2,2,3,2,3,3,1
EN922,4,2,4,3,3,1,5,3,3,1,3,2,5,5,4,5,2,2,2,1,5,1,4,4,3,1,1,2,3,3,3,4,3,2,4,3
EN937,2,4,5,5,2,3,1,5,2,2,4,5,3,2,3,4,3,2,2,4,3,4,3,3,5,3,3,2,2,4,4,3,2,2,5,2
EN944,4,2,5,5,1,4,2,2,3,3,3,3,2,1,3,3,3,3,4,3,1,3,3,3,3,3,2,3,2,3,3,3,3,1,5,4
EN963,3,2,1,3,3,2,3,3,3,3,4,2,3,2,3,3,2,3,4,2,3,5,3,4,4,2,2,4,4,1,3,3,4,3,5,5
EN964,4,3,3,1,3,3,3,3,3,4,3,2,3,5,4,2,3,5,2,2,2,3,3,1,3,1,3,3,3,1,3,3,3,3,3,1
EN981,2,2,3,3,4,4,4,3,3,4,2,3,2,5,3,2,3,2,5,3,3,3,4,4,4,4,2,5,3,4,3,2,3,1,3,3
GO013,2,5,5,4,4,3,3,2,5,4,4,5,3,3,5,3,3,3,3,4,3,3,3,3,5,1,2,2,5,3,5,3,3,4,2,3
GO043,3,2,3,1,2,3,4,2,3,1,3,3,4,4,2,2,2,5,3,1,2,3,2,4,3,3,3,2,3,4,3,3,4,2,3,3
GO068,4,1,3,2,1,4,3,4,3,3,4,3,1,2,2,3,5,4,5,5,3,2,3,4,3,3,2,3,3,3,4,1,5,1,5,3
GO073,4,2,3,4,2,2,3,2,2,3,2,3,4,3,2,3,3,3,3,5,4,2,3,3,5,5,3,3,3,3,2,3,3,3,3,4
GO080,3,3,4,3,2,2,2,1,4,3,1,4,3,3,2,2,3,4,2,3,5,3,3,4,4,3,4,3,4,5,3,3,3,4,4,1
GO085,4,4,4,4,1,3,4,5,2,3,4,4,3,1,4,4,4,4,3,5,4,3,5,5,4,3,3,3,2,3,3,2,5,3,3,3
GO095,1,4,3,3,3,3,3,2,2,3,4,3,2,1,3,3,2,3,2,3,3,5,2,3,5,3,3,3,2,3,5,3,3,3,3,3
GO123,2,3,3,4,3,3,2,2,3,4,3,3,5,2,4,3,3,5,4,3,3,3,1,5,1,3,4,4,3,4,3,4,3,5,2,3
GO136,3,4,4,2,2,3,3,3,3,3,3,5,2,3,3,2,3,3,2,3,3,2,3,3,2,2,3,4,5,1,2,1,3,3,3,4
GO139,3,5,2,1,2,1,5,3,3,3,2,2,3,3,5,3,3,1,4,1,5,3,2,3,5,3,2,2,3,1,4,5,5,2,3,1
GO184,3,4,3,4,4,2,3,1,3,2,5,3,3,4,4,4,2,3,3,3,1,2,5,2,3,2,2,2,3,5,3,3,3,3,5,3
GO188,3,3,4,3,2,2,5,4,1,4,3,3,1,4,2,4,1,4,1,2,2,2,3,2,5,3,3,2,3,2,4,3,4,3,5,2
GO198,1,3,5,3,1,3,5,1,2,4,4,4,5,1,3,3,4,4,5,3,1,3,3,2,4,2,1,3,4,3,4,3,2,1,4,3
GO202,5,3,3,3,2,3,3,4,2,2,1,2,3,5,3,4,3,2,2,2,3,3,4,5,3,4,3,2,5,2,4,3,3,3,4,2
GO216,1,3,1,3,4,4,4,5,4,5,2,3,5,3,4,1,4,3,2,1,2,5,3,5,3,5,3,2,2,5,3,2,1,2,4,3
GO217,3,5,3,4,3,5,1,4,3,2,3,3,1,3,5,3,3,1,2,3,5,4,3,3,3,3,3,4,1,5,1,3,5,3,1,2
GO226,3,1,3,3,4,2,3,3,3,2,3,3,1,4,4,1,3,3,1,3,5,3,5,3,1,1,4,3,2,3,4,4,2,2,5,4
GO228,3,4,2,2,2,1,4,3,2,4,4,2,3,4,4,4,2,3,4,4,2,1,4,3,3,3,3,3,3,1,5,5,5,4,3,2
GO236,1,1,3,3,5,3,3,3,2,5,3,2,5,3,3,3,4,2,4,5,3,3,4,3,5,3,3,3,3,2,4,3,4,2,3,4
GO256,5,4,4,2,4,2,2,2,4,2,2,2,3,4,3,3,2,2,2,3,3,2,4,5,2,1,4,2,3,3,5,3,1,1,2,3
GO274,3,4,3,3,3,1,5,2,2,2,3,5,2,3,1,4,3,3,3,5,3,3,3,3,2,3,1,3,3,2,3,4,3,2,4,3
GO276,2,3,3,3,3,3,4,3,4,5,3,4,2,2,5,1,2,3,3,3,2,1,3,3,3,3,3,2,4,1,2,4,2,3,3,3
GO284,3,5,3,3,4,3,3,3,3,4,1,4,3,4,1,4,2,4,3,3,3,2,3,2,3,4,1,3,3,2,5,3,2,2,3,3
GO287,2,1,3,3,2,3,5,5,4,4,2,2,3,3,4,2,3,3,3,3,2,5,3,3,2,3,2,2,2,1,3,3,4,1,1,4
GO303,2,1,2,4,4,3,3,3,5,1,4,2,3,2,4,3,3,3,3,4,2,3,2,3,4,3,4,3,3,3,5,3,3,4,5,3
GO308,3,3,3,3,5,2,3,4,2,3,4,5,3,1,2,3,2,2,4,4,4,2,2,4,4,4,5,4,3,3,3,3,3,4,1,4
GO319,1,3,4,1,3,2,4,4,5,4,4,2,3,3,3,4,2,2,3,2,3,3,4,1,5,1,3,3,1,1,1,3,4,3,3,3
GO345,1,1,4,2,5,2,3,5,3,4,3,3,2,4,2,2,5,3,3,5,3,3,4,3,2,3,4,1,3,3,2,3,2,3,3,2
GO349,2,2,1,3,3,2,3,5,1,3,4,1,4,5,1,4,3,2,3,1,3,1,4,3,3,2,3,2,4,2,3,2,3,3,3,3
GO352,3,4,4,3,4,4,3,1,3,3,3,3,3,3,3,2,2,3,3,4,2,2,3,3,2,3,1,1,1,3,4,2,1,4,4,2
GO353,3,2,2,3,5,3,5,3,4,2,2,4,3,3,3,3,3,2,4,3,3,1,4,3,2,2,2,3,3,2,3,4,1,3,3,3
GO394,1,2,1,3,3,2,3,3,4,2,3,4,4,3,2,4,4,4,1,1,3,5,4,4,3,3,3,4,3,5,3,1,5,2,3,4
GO403,3,4,3,4,1,3,3,3,3,5,4,5,3,3,2,5,1,3,2,3,5,3,5,3,4,3,3,3,3,2,2,2,3,3,3,4
GO415,5,3,3,2,3,4,2,2,3,4,3,5,5,2,1,3,3,3,2,2,1,4,5,2,2,1,4,5,2,3,3,3,3,3,5,1
GO430,4,3,3,4,5,4,4,4,3,4,4,3,3,4,4,3,4,4,2,4,2,1,3,5,1,4,3,4,4,4,4,4,2,3,2,4
GO442,2,2,4,4,4,2,3,2,1,2,3,1,3,3,1,4,4,4,3,5,5,3,3,1,4,3,5,3,5,4,5,3,2,4,4,2
GO448,4,3,2,3,5,3,4,1,4,5,3,3,3,5,2,3,2,3,3,5,3,3,4,3,3,4,3,2,3,3,2,5,3,4,2,5
GO454,4,4,3,3,3,4,4,1,5,5,3,2,4,3,4,4,1,3,3,5,2,2,4,2,3,3,3,3,3,5,2,3,3,3,3,1
GO464,5,3,3,3,2,2,2,2,2,3,3,3,1,5,4,5,3,3,2,4,2,3,3,3,3,2,3,5,4,3,3,2,2,2,3,4
GO469,3,2,3,2,4,2,3,3,2,1,3,1,3,4,3,3,5,3,5,2,4,3,4,1,2,2,5,3,5,2,2,2,3,4,3,5
GO471,2,3,4,2,1,3,1,5,5,4,4,2,1,4,3,3,4,3,2,4,3,4,3,2,2,4,3,3,3,3,2,3,2,3,3,2
GO473,3,3,2,5,1,3,2,4,5,3,4,2,2,3,3,3,3,3,4,2,1,3,3,1,2,3,2,4,2,1,3,5,3,3,1,3
GO483,2,3,3,2,1,4,3,4,2,3,2,2,3,4,3,4,3,3,4,3,3,3,3,4,2,1,4,4,3,2,3,1,3,1,3,1
GO490,3,3,3,2,2,3,3,3,1,4,4,3,3,4,4,5,3,5,1,3,3,3,3,2,4,3,5,1,3,3,3,4,2,2,4,3
GO497,2,3,3,3,1,3,3,4,4,3,3,2,3,1,4,4,3,2,2,4,4,2,3,2,2,1,3,2,1,2,3,3,2,4,2,3
GO513,2,2,1,2,4,3,4,2,3,2,4,5,4,1,3,1,1,1,2,3,3,3,4,2,2,3,3,2,4,3,3,3,3,3,3,2
GO515,5,3,3,3,3,2,4,4,1,1,5,4,3,3,4,2,3,3,4,1,3,3,4,3,4,4,3,2,3,4,1,3,2,1,3,3
GO558,3,4,1,2,4,3,2,4,4,3,4,2,2,4,3,2,3,3,2,3,1,3,3,2,2,4,3,3,2,3,3,2,3,3,3,2
