courseId,Room1,Room2,Room3,Room4,Room5,Room6,Room7,Room8,Room9,Room10,Room11,Room12,Room13,Room14,Room15,Room16,Room17,Room18,Room19,Room20,Room21,Room22,Room23,Room24,Room25
GO809,3,2,0,3,2,0,1,0,0,4,3,3,0,3,3,5,2,3,3,5,3,3,3,3,3
GO810,3,3,0,4,2,0,5,0,0,2,4,4,0,3,4,1,3,1,1,2,2,5,2,3,1
GO867,4,2,0,4,5,0,3,0,0,3,4,5,0,4,0,1,2,3,2,3,2,1,4,3,4
GO872,3,5,4,3,4,3,3,4,4,4,2,4,3,2,3,4,3,1,3,3,3,4,4,3,2
GO899,2,1,3,2,3,0,1,2,0,3,5,5,3,3,3,3,5,2,3,5,3,4,1,5,2
GO915,2,3,0,4,3,0,2,0,0,5,4,2,0,3,5,2,3,4,4,4,2,2,3,4,5
GO939,3,2,3,5,3,2,5,3,0,4,5,3,4,3,4,3,4,1,1,3,2,4,3,4,1
GO951,5,0,0,0,3,5,3,3,0,2,3,3,2,3,2,3,2,4,1,2,4,4,3,2,1
GO956,2,1,3,2,3,4,3,4,2,4,5,3,5,4,3,1,3,3,2,1,3,3,5,3,4
GO962,3,0,0,0,0,5,3,3,0,1,4,3,1,1,2,4,5,3,3,4,2,1,3,2,3
GO967,4,2,0,3,4,0,3,0,0,3,2,1,0,3,0,1,4,3,3,3,5,5,3,5,1
GO975,0,0,0,0,0,0,0,0,0,4,3,2,0,4,3,3,3,3,3,3,3,3,3,3,3
GO986,0,0,0,0,0,0,0,0,0,2,5,1,2,4,0,3,4,2,5,2,3,2,5,1,2
HI021,0,0,0,0,0,0,0,0,0,3,4,4,5,3,2,5,2,4,1,1,5,2,2,3,2
HI022,4,0,0,0,3,2,3,1,0,3,3,1,4,3,3,4,3,4,3,2,1,3,2,2,1
HI052,0,0,0,0,0,0,0,0,0,3,4,4,2,3,3,2,2,3,1,5,3,1,3,5,2
HI062,3,0,2,3,0,5,3,4,1,2,3,1,2,3,5,3,3,3,2,2,4,2,3,3,3
HI072,0,0,0,0,0,0,0,0,0,3,5,4,2,3,0,3,3,5,2,1,3,4,3,3,3
HI085,1,0,0,3,0,0,4,0,0,3,5,3,0,4,5,3,3,4,4,3,1,1,4,3,3
HI115,4,0,3,1,0,3,2,2,0,2,2,4,2,1,3,1,3,2,5,3,2,3,2,3,3
HI120,4,0,2,2,0,5,3,5,3,2,1,5,4,2,4,3,2,3,2,3,4,1,4,4,3
HI177,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,2,3,5,1,3,3,4,2
HI207,0,0,0,0,0,0,0,0,0,2,5,4,0,2,5,4,2,2,3,4,1,2,3,3,2
HI213,0,0,0,0,0,0,0,0,0,3,3,2,0,4,1,2,2,4,4,2,1,3,2,1,3
HI255,0,0,0,0,0,0,0,0,0,4,3,3,2,3,3,2,3,4,3,3,5,3,4,2,4
HI271,3,0,0,0,5,0,1,0,0,2,2,3,0,5,0,1,1,3,1,3,4,3,3,2,4
HI272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,4,3,2,3,3
HI281,3,0,0,4,0,0,5,0,0,4,4,4,0,1,3,4,2,2,4,3,3,3,1,5,3
HI327,4,0,0,0,0,0,2,0,0,2,1,1,0,2,3,2,2,2,1,2,5,1,3,5,4
HI363,0,0,0,0,0,0,0,0,0,3,2,4,4,3,0,4,4,3,2,3,3,3,1,3,3
HI365,3,0,0,1,0,0,3,0,0,1,1,1,0,3,2,2,3,3,3,3,5,3,3,5,5
HI371,3,0,3,3,0,3,3,3,3,3,4,3,4,4,5,2,4,3,3,3,3,4,3,4,4
HI381,0,0,0,0,0,0,0,0,0,2,3,4,4,5,0,5,5,4,4,3,4,3,3,2,3
HI382,0,0,0,0,0,0,0,0,0,3,3,1,4,2,1,1,2,5,3,4,3,3,5,1,4
HI424,5,3,3,1,2,0,4,4,0,3,1,3,2,3,3,4,3,5,3,2,4,3,2,1,2
HI437,3,0,0,0,5,3,4,3,0,2,2,4,1,2,3,4,1,3,4,3,3,2,3,1,4
HI440,3,0,0,3,0,0,3,0,0,3,3,1,0,3,3,2,3,2,3,2,3,5,4,3,4
HI462,2,3,5,3,1,0,2,1,0,3,3,2,2,2,5,2,3,3,4,5,4,4,3,2,3
HI468,3,3,0,1,4,0,4,0,0,4,3,5,0,2,5,3,3,2,3,3,3,2,3,3,4
HI472,2,3,3,1,3,0,3,2,4,3,3,3,3,3,0,2,2,2,3,4,3,4,3,2,3
HI520,3,3,2,2,5,1,3,4,2,2,4,3,3,3,4,3,2,3,4,3,2,3,5,3,2
HI557,4,4,1,3,2,0,5,3,0,3,3,1,2,1,0,5,2,2,4,3,3,3,1,4,5
HI573,4,2,0,3,3,0,2,0,0,4,3,3,0,2,5,2,3,3,5,3,5,3,3,3,4
HI585,2,0,0,0,4,5,1,3,0,3,3,3,4,1,3,4,3,5,3,3,4,4,3,2,3
HI612,2,0,0,4,0,0,4,0,0,4,3,3,0,3,5,1,2,2,5,3,5,5,2,3,1
HI631,4,2,3,4,3,1,4,4,4,3,1,3,1,4,5,5,5,3,3,3,2,3,4,3,2
HI633,5,0,0,0,4,0,5,0,0,3,3,4,0,1,3,3,2,3,4,1,4,3,1,3,2
HI635,5,0,1,3,0,3,3,1,3,3,5,3,3,3,4,4,3,3,3,4,5,3,2,4,3
HI666,4,3,3,4,4,3,1,3,2,2,2,3,1,5,2,3,3,3,3,4,2,3,4,2,3
HI684,0,0,0,0,0,0,0,0,0,2,3,2,0,3,4,3,2,4,3,5,3,5,3,3,2
HI692,4,0,2,3,0,0,4,3,0,4,3,3,3,2,0,3,3,4,2,4,3,2,3,3,3
HI716,4,2,3,4,3,2,1,3,2,5,2,5,3,3,2,4,3,3,4,1,2,4,2,1,5
HI733,1,2,3,3,3,0,2,1,0,3,5,3,3,3,2,2,4,2,3,3,4,2,5,4,4
HI737,2,3,2,2,3,3,4,1,0,5,2,3,3,2,3,3,4,3,5,2,3,3,1,4,3
HI753,4,2,0,4,3,0,3,0,0,1,3,3,0,2,5,3,3,5,4,4,5,4,3,4,3
HI766,3,2,0,3,3,0,2,0,0,2,1,3,0,3,4,4,3,3,2,5,3,5,4,4,4
HI767,3,1,4,5,4,0,1,2,0,2,1,1,5,1,0,4,3,3,2,3,3,2,3,1,2
HI790,3,3,2,3,3,3,2,2,4,3,2,5,4,5,3,4,3,2,1,3,3,5,3,4,1
HI851,5,0,0,0,3,3,5,3,0,3,1,3,3,2,3,4,3,3,3,2,3,3,5,2,4
HI859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,4,1
HI886,2,2,5,2,2,0,3,2,1,5,3,3,1,1,0,1,1,1,4,2,3,3,3,4,5
HI889,0,0,0,0,0,0,0,0,0,5,2,3,4,3,0,2,2,1,3,2,3,3,3,3,4
HI891,4,1,3,3,3,4,1,3,3,3,2,2,2,3,4,3,4,1,4,1,4,2,1,3,4
HI912,0,0,0,0,0,0,0,0,0,3,1,2,0,4,0,1,5,2,3,3,3,5,3,3,4
HI913,4,4,3,3,2,0,3,4,3,3,3,3,2,3,0,3,1,3,3,2,3,3,2,2,3
HI944,4,3,1,2,1,3,3,2,3,2,3,5,3,3,3,2,2,4,1,1,3,3,3,2,3
HI949,3,1,4,3,4,2,3,4,5,2,3,4,1,4,2,3,3,2,5,5,4,5,2,2,4
MA008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,4,4,3,4,3,3
MA030,0,0,0,0,0,0,0,0,0,4,5,3,4,1,2,3,2,1,2,4,2,3,5,1,3
MA034,0,0,0,0,0,0,0,0,0,5,3,3,3,3,3,3,4,3,5,4,3,3,4,3,4
MA036,0,0,0,0,0,0,0,0,0,2,3,1,2,3,3,1,3,3,3,5,3,4,3,2,3
MA045,0,0,0,0,0,0,0,0,0,4,3,3,4,4,3,1,2,3,3,5,1,5,2,2,3
MA065,2,2,0,3,3,0,2,0,0,2,1,1,0,5,1,3,3,5,3,3,3,3,3,5,3
MA071,0,0,0,0,0,0,0,0,0,2,5,3,3,2,3,3,2,3,3,1,4,1,3,3,5
MA082,2,5,0,2,3,0,2,0,0,3,3,4,0,5,2,4,2,2,5,2,4,1,1,2,3
MA103,4,3,2,2,4,3,2,1,4,3,3,4,2,4,5,3,3,4,1,4,5,3,2,3,1
MA175,3,1,4,4,3,3,2,3,3,2,4,3,4,3,2,5,3,5,5,4,2,3,3,3,2
MA236,2,5,2,3,2,2,3,1,2,3,2,3,3,3,5,3,3,4,3,3,3,3,3,3,4
MA250,0,0,0,0,0,0,0,0,0,2,3,4,2,5,4,4,5,3,3,4,4,2,3,3,3
MA288,4,4,2,3,3,1,4,3,4,3,3,3,1,2,4,3,4,2,3,3,4,4,5,3,1
MA306,4,5,3,5,4,2,3,2,2,3,2,2,5,1,2,5,4,3,2,1,4,3,2,2,3
MA308,1,3,3,3,4,4,1,3,0,1,1,2,3,3,3,5,3,3,4,1,5,2,3,4,3
MA313,3,3,3,1,3,0,3,4,0,2,2,4,3,4,4,2,4,2,1,2,3,3,4,3,2
MA317,4,3,0,2,2,0,2,0,0,4,5,3,0,4,4,3,4,4,1,4,2,2,3,3,4
MA364,4,4,4,4,1,0,3,2,0,2,2,2,5,3,3,3,1,5,5,3,3,3,2,2,3
MA365,0,0,0,0,0,0,0,0,0,3,3,1,5,4,2,4,5,3,3,3,3,4,3,1,2
MA377,4,2,2,1,2,0,1,3,0,4,2,4,3,3,2,4,4,3,2,2,3,3,2,4,3
MA426,4,3,1,3,2,2,3,3,3,5,3,5,4,1,4,2,2,5,3,1,4,3,4,4,3
MA428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3
MA429,3,4,2,5,2,4,4,3,2,3,3,3,3,1,3,3,2,4,4,3,1,3,1,3,3
MA456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,2,3,5,2,1,4
MA457,5,2,0,3,3,0,3,0,0,1,3,4,0,2,5,2,3,3,3,4,4,3,3,5,3
MA465,2,0,0,0,4,3,1,3,0,4,3,4,3,1,2,4,4,3,4,5,3,1,1,4,3
MA471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,4
MA472,3,2,0,3,3,0,4,0,0,4,3,2,0,3,3,3,2,2,3,3,5,3,3,2,2
MA525,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,5,4,3,4,4,4,5,4,3
MA541,3,3,4,5,3,5,3,5,3,4,4,1,2,3,4,4,3,3,5,2,2,2,3,1,3
MA544,0,0,0,0,0,0,0,0,0,3,3,5,4,3,0,1,3,3,2,4,2,4,3,2,3
MA576,5,5,2,3,3,0,3,3,0,5,3,5,1,3,4,3,4,3,3,5,3,3,4,4,2
MA581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MA610,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,5,4,3,3,4,5,1,5,5
MA613,0,0,0,0,0,0,0,0,0,4,1,5,4,4,3,3,3,5,4,1,3,2,3,3,3
MA630,2,2,0,5,2,0,1,0,0,3,3,3,0,3,0,5,2,3,3,1,2,4,3,1,3
MA638,0,0,0,0,0,0,0,0,0,1,3,3,0,3,2,2,4,2,3,4,3,1,3,2,2
MA651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,4,4,4,1
MA674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,4,3,1,1
MA697,4,5,2,3,2,3,2,3,4,4,1,4,1,2,4,1,1,2,2,3,5,4,4,1,5
MA704,4,3,3,4,4,0,4,3,0,3,3,4,4,1,2,4,2,3,4,4,3,4,3,2,3
MA705,5,2,4,3,1,4,1,3,3,1,4,3,4,3,1,4,3,2,2,2,1,2,4,3,3
MA712,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,3,2,5,3,4,4,3,3
MA717,0,0,0,0,0,0,0,0,0,3,2,4,3,2,0,2,3,3,1,3,3,3,2,2,3
MA728,5,4,5,2,4,3,4,5,3,1,1,4,4,4,1,1,4,3,2,2,3,3,3,4,2
MA752,0,0,0,0,0,0,0,0,0,1,3,5,5,2,0,4,3,5,3,4,3,3,3,3,3
MA791,1,1,2,3,3,1,3,3,3,4,4,1,2,2,1,5,3,3,3,2,5,3,2,3,2
MA816,3,2,0,2,3,0,3,0,0,3,1,3,0,3,1,4,1,2,4,5,3,3,4,4,4
MA853,0,0,0,0,0,0,0,0,0,5,3,5,1,4,3,5,3,3,4,4,4,2,2,3,4
MA854,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,5,3,4,4,5,1,3
MA867,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,5,3,3,3,3,3,3,1
MA888,1,3,5,3,2,1,3,4,0,3,3,5,3,2,3,3,4,2,3,3,3,4,1,3,2
MA911,1,4,2,4,2,2,4,4,0,3,4,3,3,3,3,2,3,3,4,4,1,3,4,3,4
MA966,5,0,0,0,1,0,2,0,0,3,1,4,0,2,4,4,3,3,3,3,3,5,1,2,2
MA971,4,1,4,4,3,3,3,4,3,1,5,2,3,5,4,3,3,5,3,3,3,3,2,5,4
MA979,1,0,2,5,0,1,4,3,3,3,3,4,4,1,3,3,5,4,4,1,2,3,3,4,2
PY006,0,0,0,0,0,0,0,0,0,3,4,5,5,3,1,3,1,3,4,3,2,1,4,2,4
PY013,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,3,3,4,3,1,4
PY078,0,0,0,0,0,0,0,0,0,3,3,4,4,3,4,3,2,3,3,3,4,4,3,2,3
PY124,0,0,0,0,0,0,0,0,0,3,3,5,0,5,1,3,3,5,1,1,1,2,1,3,2
PY126,0,0,0,0,0,0,0,0,0,5,4,2,3,2,2,4,5,2,2,1,2,3,4,1,3
PY139,0,0,0,0,0,0,0,0,0,2,1,3,0,3,1,3,5,3,2,4,3,3,3,3,5
PY158,0,0,0,0,0,0,0,0,0,2,3,4,4,2,4,3,3,4,3,3,2,5,3,4,3
PY167,1,2,4,4,1,3,3,3,3,2,3,2,1,2,4,3,1,4,3,3,2,3,2,3,5
PY199,2,1,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,2,4,4,3,4,2,1,1
PY242,4,3,5,4,5,3,2,3,1,3,2,4,3,1,4,4,5,1,3,3,3,3,3,3,2
PY259,2,2,3,3,3,3,3,3,3,4,3,1,2,3,1,4,3,4,2,1,4,5,4,5,4
PY270,2,0,0,0,0,2,5,4,0,2,3,3,1,1,3,1,3,2,3,3,2,3,3,3,3
PY280,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,1,2,2,1,4,3,4,2,3
PY307,0,0,0,0,0,0,0,0,0,2,3,5,4,2,2,2,3,3,2,4,3,2,1,3,2
PY342,3,0,0,3,0,0,5,0,0,3,2,3,0,3,3,3,1,3,5,3,3,4,5,1,1
PY363,5,2,3,2,1,2,4,2,2,4,1,3,2,2,2,2,3,3,2,3,3,3,1,3,2
PY385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,5,2,3
PY408,2,5,1,1,3,2,2,4,4,3,4,3,5,2,4,3,4,3,4,4,2,2,3,2,5
PY415,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,2,5,2,3,2,4,5,3
PY423,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,3,2,4,3,4,4,4,4,3,2
PY428,2,3,3,4,2,0,3,4,0,3,1,3,5,4,0,2,3,2,3,4,4,1,3,2,4
PY433,0,0,0,0,0,0,0,0,0,2,3,2,2,4,2,3,4,1,3,1,5,3,3,4,2
PY437,0,0,0,0,0,0,0,0,0,3,5,4,0,5,3,4,5,2,3,3,3,3,3,3,1
PY447,2,3,3,2,3,4,3,1,3,4,3,1,2,2,3,4,3,1,4,2,3,2,3,2,4
PY486,2,3,1,1,3,2,1,2,2,3,1,4,1,3,3,1,3,5,5,3,2,5,3,4,3
PY498,0,0,0,0,0,0,0,0,0,3,3,1,3,1,3,3,3,2,1,5,3,3,3,1,2
PY521,4,3,4,3,3,1,4,3,1,1,3,3,4,2,2,3,3,5,5,4,4,3,3,1,3
PY533,3,0,0,4,0,0,4,0,0,3,2,3,0,2,3,2,2,3,4,4,3,2,2,1,3
PY548,2,3,3,3,2,2,4,4,2,3,2,2,4,3,2,3,2,3,4,2,3,3,1,3,2
PY557,0,0,0,0,0,0,0,0,0,3,3,3,0,1,2,4,2,2,3,2,4,4,2,5,4
PY578,3,0,0,0,3,0,3,0,0,3,3,2,0,1,3,4,4,4,4,3,3,3,2,2,4
PY584,0,0,0,0,0,0,0,0,0,5,2,2,5,3,4,4,4,2,2,3,3,3,2,2,2
PY593,0,0,0,0,0,0,0,0,0,1,4,2,2,2,0,3,4,3,4,3,3,3,3,4,2
PY611,0,0,0,0,0,0,0,0,0,3,3,3,5,3,2,1,2,3,2,5,4,4,3,5,4
PY659,0,0,0,0,0,0,0,0,0,4,3,2,4,4,3,5,3,1,3,2,1,4,2,4,5
PY690,0,0,0,0,0,0,0,0,0,3,1,4,2,4,2,3,1,5,1,4,3,3,3,3,3
PY727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,4,1,4,3,3,4
PY730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,3,3,4,2,3,2
PY770,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,1,2,2,4,3,3,3,3
PY781,2,3,3,2,1,5,2,1,3,2,3,3,3,3,2,3,2,5,4,2,1,2,2,3,5
PY787,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,4,2,2,4,3,2,2,4,3
PY791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,3,3,3,5,3,5,1
PY801,4,0,3,3,0,3,1,3,3,3,3,1,3,3,2,2,3,5,3,5,4,3,3,3,3
PY802,2,3,0,4,3,0,3,0,0,2,2,2,0,4,2,2,5,5,5,3,2,3,3,5,3
PY824,0,0,0,0,0,0,0,0,0,3,4,3,3,3,1,2,3,2,2,2,1,4,3,5,2
PY831,0,0,0,0,0,0,0,0,0,2,4,2,2,4,3,3,3,4,3,3,3,3,3,2,2
PY849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3
PY873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
PY895,3,0,1,3,0,0,4,1,0,2,3,3,2,2,5,5,3,2,3,4,5,3,5,4,5
PY899,1,3,5,2,1,2,3,3,4,2,2,3,4,2,3,4,3,3,2,4,1,4,4,3,3
PY926,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,2,2,3,5,5,3,4
PY934,4,3,5,3,3,0,4,3,0,2,3,2,5,3,4,5,3,2,3,5,2,1,3,3,4
PY950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
PY986,3,2,3,4,3,3,2,2,2,3,1,3,5,2,3,1,3,3,5,3,4,3,4,2,5
PY995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,3,3
ST033,3,2,1,4,3,0,4,2,5,4,1,2,4,3,0,2,4,3,5,3,4,3,2,1,3
ST035,1,3,1,3,2,0,2,3,4,3,3,4,3,3,0,3,4,3,3,1,4,3,5,5,1
ST062,3,0,3,4,0,2,4,3,3,3,2,3,3,2,2,2,3,2,1,3,2,5,1,3,3
ST068,3,4,0,1,3,0,3,0,0,3,3,2,0,1,4,3,1,2,3,3,3,1,1,3,3
ST095,4,0,3,2,0,3,2,3,1,3,2,3,2,5,5,3,4,3,3,5,2,3,5,2,4
ST107,1,0,4,4,0,0,5,2,0,4,5,3,2,3,4,1,3,3,3,1,4,3,3,1,5
ST112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,2
ST132,3,4,3,3,1,0,5,3,0,3,4,3,1,3,0,2,4,3,4,5,2,3,2,5,3
ST139,3,5,5,3,1,4,3,1,2,3,3,3,3,3,5,3,3,3,5,3,2,2,3,2,3
ST149,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,5,2,3,4,4,3,3,4
ST150,0,0,0,0,0,0,0,0,0,2,4,3,2,2,0,1,3,3,3,3,4,4,2,4,3
ST185,3,3,3,1,3,0,3,4,0,4,3,3,3,3,3,4,3,3,4,3,4,2,4,2,3
ST196,4,5,3,1,3,0,1,3,0,2,3,3,5,3,0,5,3,3,4,4,2,3,2,2,2
ST258,3,0,0,3,0,0,3,0,0,3,3,3,0,3,4,5,4,2,3,3,3,2,2,2,4
ST274,3,0,0,0,4,2,3,1,0,5,4,2,2,3,4,2,4,5,3,3,1,3,5,4,1
ST296,1,0,4,3,0,3,3,2,3,5,2,3,2,5,1,4,1,1,4,3,3,3,4,3,4
ST305,2,4,4,2,3,3,2,3,0,3,3,4,5,5,3,1,3,3,4,3,2,5,3,2,2
ST307,4,0,0,0,3,2,3,4,0,3,5,2,5,2,3,2,4,5,4,3,1,1,3,2,2
ST347,4,0,0,0,4,0,5,3,0,4,3,3,1,3,0,3,2,3,4,5,4,3,4,4,3
ST359,5,3,3,2,3,3,1,3,0,3,3,3,2,1,3,2,2,4,5,3,4,5,3,3,2
ST368,3,0,0,0,3,0,4,5,0,2,3,5,4,3,0,2,4,3,5,1,4,5,2,5,2
ST377,3,3,0,4,3,0,3,0,0,4,3,3,0,3,3,3,3,1,2,3,3,3,1,4,3
ST409,3,4,3,4,3,2,5,3,2,3,2,5,3,3,3,5,3,4,3,3,3,1,2,2,3
ST428,4,3,3,1,3,0,3,4,1,3,4,4,3,3,0,2,1,3,2,1,2,3,1,4,5
ST429,3,4,3,3,2,1,2,3,2,2,4,5,2,2,1,3,3,3,1,3,3,3,2,2,3
ST454,3,0,0,0,0,0,1,3,0,3,5,4,3,2,0,3,4,4,4,3,4,4,3,5,3
ST458,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,5,4,5,5,2,3,4,5,4
ST486,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,2,4,2,5,3,1,5,3,3,3
ST489,0,0,0,0,0,0,0,0,0,3,3,1,2,2,3,3,3,1,1,4,3,2,3,4,2
ST493,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,3,2,2,3,5,3,3,4
ST502,0,0,0,0,0,0,0,0,0,2,2,5,1,3,3,4,2,2,3,4,5,3,4,5,3
ST583,3,4,0,5,3,0,5,0,0,3,3,3,0,3,3,4,3,5,3,3,2,4,4,4,4
ST587,0,0,0,0,0,0,0,0,0,3,2,2,3,3,0,1,4,5,3,3,2,2,1,3,3
ST608,3,3,3,2,3,3,3,3,1,2,2,3,4,3,4,3,2,4,3,2,1,3,3,4,2
ST632,2,0,0,0,0,1,3,3,0,3,2,2,5,5,4,3,4,1,4,4,3,4,3,3,3
ST647,5,0,5,5,0,3,3,2,4,2,4,4,3,4,3,2,4,5,4,2,3,1,3,5,4
ST664,4,0,0,0,5,0,2,4,0,3,4,4,3,5,0,3,4,3,1,3,5,3,4,4,3
ST671,4,1,5,3,2,4,3,2,2,3,5,3,2,3,2,2,4,3,3,1,3,3,3,4,4
ST676,3,4,4,4,4,3,5,4,3,5,5,5,2,1,2,4,1,4,5,3,3,3,4,2,4
ST707,4,2,2,3,5,2,3,4,1,5,4,3,2,2,2,3,5,4,3,3,1,4,3,3,3
ST708,4,5,2,2,2,3,3,3,3,5,4,2,5,4,3,2,2,4,5,2,5,2,5,4,2
ST716,3,0,0,0,4,4,3,4,0,3,2,3,2,3,3,2,5,3,5,1,2,3,5,1,3
ST720,2,4,0,3,4,0,3,0,0,4,3,3,0,3,3,1,3,2,3,4,2,1,3,3,4
ST819,3,4,0,4,3,0,3,0,0,3,4,5,0,5,0,5,4,3,3,2,2,2,2,1,3
ST852,0,0,0,0,0,0,0,0,0,2,4,3,5,4,1,3,3,4,2,4,1,4,3,5,2
ST858,0,0,0,0,0,0,0,0,0,3,3,2,3,2,2,3,5,3,3,3,3,4,1,4,5
ST877,4,2,3,1,2,4,2,3,0,2,2,5,3,3,5,4,3,3,3,2,3,3,4,2,3
ST886,4,3,0,3,5,0,2,0,0,5,4,3,0,2,2,1,3,3,4,3,3,4,3,4,3
ST924,3,0,0,0,3,0,2,3,0,5,4,3,3,4,0,3,4,3,3,3,4,5,4,2,1
ST926,3,0,3,2,0,3,3,3,3,2,3,3,3,4,4,4,1,4,5,3,3,3,1,4,2
ST945,1,2,0,4,4,0,5,0,0,3,5,4,0,5,0,3,3,3,4,4,4,1,4,4,2
ST955,3,0,0,0,4,4,2,2,0,3,2,3,5,2,3,4,3,4,3,3,3,5,3,2,2
ST971,4,3,0,3,4,0,2,0,0,3,3,5,0,2,4,2,3,3,3,4,3,4,2,3,3
