courseId,Room1,Room2,Room3,Room4,Room5,Room6,Room7,Room8,Room9,Room10,Room11,Room12,Room13,Room14,Room15,Room16,Room17,Room18,Room19,Room20,Room21,Room22,Room23,Room24,Room25,Room26,Room27,Room28,Room29,Room30,Room31,Room32,Room33,Room34,Room35,Room36
CH267,5,5,3,3,3,2,1,3,4,2,3,3,5,2,2,5,1,3,3,3,3,4,2,2,3,3,3,5,5,2,3,2,5,3,3,4
CH268,3,2,0,0,0,3,0,3,4,0,1,1,3,0,2,0,0,0,3,0,2,3,3,3,5,2,1,5,2,3,3,5,3,3,3,5
CH269,4,2,0,4,3,3,3,3,4,2,2,2,4,3,3,0,4,5,1,3,4,2,3,3,4,3,3,3,2,5,3,3,2,3,5,5
CH270,3,2,0,3,3,3,0,4,2,4,4,3,5,0,3,0,0,0,3,4,2,3,3,3,3,3,2,4,3,4,2,3,4,3,4,1
CH276,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,2,3,1,3,2,3,2,3,4,3,3,3,1,2,1
CH279,1,2,3,2,0,4,5,1,4,4,5,3,4,1,1,2,5,1,2,5,2,4,4,1,1,3,5,4,3,3,3,4,3,2,4,3
CH281,1,4,0,0,3,3,3,4,3,0,3,3,2,3,3,3,3,0,1,0,3,3,3,2,3,3,3,3,3,4,3,2,2,1,5,4
CH287,1,0,0,0,3,2,2,4,4,0,2,5,4,2,1,3,2,0,0,0,4,2,4,3,3,4,3,4,3,3,2,3,3,5,3,2
CH289,1,4,3,3,4,5,4,0,0,4,0,5,0,4,1,2,3,5,0,3,5,3,0,4,4,3,5,2,5,4,3,4,2,2,5,1
CH291,1,3,2,4,5,3,3,3,2,2,2,3,3,5,4,4,3,4,5,5,1,3,3,2,5,2,2,3,3,5,3,3,3,1,4,4
CH295,3,5,0,3,5,3,3,1,4,5,3,3,3,4,1,0,4,3,2,3,2,3,1,3,3,4,4,5,2,1,3,1,2,3,3,1
CH304,3,3,2,4,2,2,2,2,4,2,4,3,3,5,4,1,4,3,3,3,5,1,4,2,3,4,3,1,3,4,3,2,3,5,3,4
CH308,4,1,3,3,2,2,4,2,3,2,1,3,4,1,2,4,3,4,2,4,3,3,1,2,4,2,1,3,3,3,3,3,3,5,3,3
CH311,2,4,1,3,3,3,3,0,0,3,0,2,0,3,5,1,1,3,0,3,4,2,0,3,5,5,3,3,4,3,2,5,3,1,4,3
CH320,2,0,2,5,5,3,0,3,3,3,3,2,1,0,2,0,0,0,2,0,3,3,1,3,1,4,3,3,3,2,2,3,4,2,3,2
CH322,2,0,3,3,4,2,1,0,0,2,0,4,0,0,3,4,3,2,0,0,1,3,0,4,2,2,3,3,3,4,3,4,2,4,3,1
CH324,2,1,3,3,5,4,4,0,0,2,0,3,0,1,3,1,4,5,0,3,4,2,0,4,2,1,5,5,3,1,3,2,5,4,3,2
CH327,4,2,1,3,3,4,0,3,3,3,3,4,3,0,3,0,0,0,3,3,2,5,2,3,1,3,3,3,3,3,3,3,4,4,4,1
CH328,5,0,0,0,2,4,0,3,3,0,3,4,1,0,4,0,0,0,0,0,4,4,4,3,3,4,3,3,3,3,3,3,3,5,3,2
CH329,3,3,0,0,4,4,5,2,3,0,3,3,3,3,3,3,3,0,3,0,4,3,2,3,4,3,2,3,2,5,3,2,2,4,4,3
CH334,3,3,0,0,0,1,3,2,3,0,1,4,3,2,3,3,2,0,1,0,2,1,4,2,3,2,1,4,2,1,3,1,3,2,3,1
CH340,5,3,3,3,0,3,4,3,3,4,4,2,3,3,1,5,3,3,2,2,2,2,3,4,3,2,1,3,3,5,4,4,1,4,2,3
CH342,3,0,0,0,0,1,3,5,4,0,1,1,2,5,3,4,4,3,0,2,3,4,3,2,2,4,1,5,1,3,3,3,3,4,3,4
CH343,2,1,0,0,3,3,4,2,3,0,5,5,4,3,5,4,5,0,5,0,2,2,4,3,5,2,3,3,3,3,3,1,1,1,4,3
CH345,3,3,0,0,2,3,5,3,2,0,5,3,3,3,5,4,3,0,3,0,2,4,3,2,5,2,4,3,5,4,4,3,3,5,1,4
CH346,2,2,0,0,5,4,0,4,3,0,4,2,3,0,5,0,0,0,3,0,3,3,4,2,3,3,3,5,5,3,3,4,3,2,4,4
CH350,2,4,3,2,3,2,2,0,0,2,0,2,0,1,2,3,5,2,0,4,3,3,0,2,4,1,2,3,3,3,3,3,3,3,5,5
CH351,3,1,0,0,3,2,0,1,5,0,3,5,2,0,3,0,0,0,4,0,2,1,2,3,3,4,3,5,1,1,4,4,4,3,2,1
CH352,3,3,0,3,4,4,2,0,0,2,0,3,0,2,5,0,4,3,0,2,2,3,0,3,3,4,3,3,5,2,3,4,1,4,2,2
CH355,2,5,4,2,0,3,3,4,5,4,3,2,1,3,3,4,3,1,3,5,4,1,4,3,3,3,3,3,3,3,2,2,4,3,3,2
CH362,1,3,0,0,0,2,4,4,2,0,2,3,2,3,3,0,2,0,3,0,2,3,3,2,3,2,4,3,1,3,3,3,1,2,3,2
CH366,3,0,0,3,3,3,0,2,2,2,3,1,2,0,5,0,0,0,4,0,5,3,2,1,5,1,2,3,1,5,2,1,5,3,4,3
CH368,3,2,0,0,5,1,2,4,3,0,3,1,1,5,2,0,3,0,4,0,4,2,2,4,3,3,4,3,3,2,4,2,5,2,4,3
CH374,2,3,2,2,2,4,2,5,1,3,4,5,2,3,2,3,4,3,3,2,1,2,4,1,3,4,3,4,3,3,3,5,5,3,2,3
CH384,3,4,0,0,3,1,0,2,3,0,2,1,5,0,3,0,0,0,3,0,2,2,3,2,3,3,2,5,5,1,4,3,4,2,2,4
CH385,4,3,4,3,2,3,2,0,0,3,0,4,0,3,3,3,4,2,0,4,1,3,0,3,4,2,4,3,2,3,4,1,3,3,3,1
CH386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CH391,4,5,2,3,3,3,0,4,2,5,4,3,2,0,2,0,0,0,3,4,1,3,3,3,4,5,3,3,3,4,3,2,1,5,2,3
CH392,4,3,3,2,5,1,0,0,0,2,0,2,0,0,1,0,0,0,0,3,3,5,0,3,5,4,5,3,4,4,1,5,3,3,4,3
CH395,4,3,3,1,3,4,3,3,2,4,1,4,3,1,4,3,3,4,3,4,4,3,3,2,5,5,3,2,2,3,2,4,5,5,1,5
CH396,4,0,0,0,5,2,2,3,5,0,2,3,5,4,5,4,2,4,0,4,3,5,5,1,2,3,4,4,5,3,2,1,2,3,5,3
CH400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,2,5,3,4,2,4,3,2
CH403,4,4,5,4,0,3,3,0,0,3,0,3,0,1,2,4,5,3,0,3,5,2,0,3,3,2,3,3,1,4,4,4,3,1,3,2
CH404,3,1,0,1,1,5,5,3,2,5,5,4,3,1,1,0,4,3,3,3,4,4,3,2,2,4,4,2,2,3,3,3,3,4,4,2
CH408,3,2,4,4,2,2,1,3,1,3,3,3,4,3,5,1,2,3,3,1,3,3,4,3,3,5,4,3,3,3,2,1,3,4,2,2
CH414,2,0,3,3,3,5,3,3,5,5,3,5,3,0,3,3,3,3,4,0,2,1,5,4,3,4,4,5,3,3,1,5,5,4,3,3
CH419,3,2,0,0,5,3,5,0,0,0,0,4,0,1,3,3,2,0,0,0,5,3,0,2,2,2,3,5,5,4,3,4,3,1,3,3
CH421,2,2,2,3,0,4,3,3,4,3,3,4,3,4,3,2,3,2,2,1,2,4,4,4,2,3,2,3,4,1,5,4,4,3,4,5
CH424,4,0,0,0,5,5,3,0,0,0,0,3,0,3,4,3,2,2,0,1,3,3,0,3,3,2,3,4,1,2,5,4,3,3,4,4
CH425,3,3,0,1,5,3,3,5,2,1,3,3,4,1,3,0,4,2,3,4,5,4,3,3,3,4,4,5,4,2,4,4,4,5,3,3
CH431,1,3,3,5,5,4,1,3,3,1,2,4,2,1,3,5,4,5,4,3,5,3,3,3,4,5,3,3,4,1,4,3,3,3,3,4
CH435,5,3,4,4,0,3,3,1,3,5,3,3,2,2,3,2,2,3,3,2,1,1,2,2,3,3,3,4,3,1,2,5,5,2,2,3
CH436,3,3,3,2,2,3,5,2,4,3,2,4,3,3,3,1,3,3,1,3,1,2,4,1,3,5,2,3,3,3,3,3,2,1,4,2
CH437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,4,3,1,1,2,3,1
CH441,3,4,1,5,4,4,4,1,2,2,2,3,4,2,2,3,1,3,2,4,3,3,2,5,3,4,5,3,3,2,3,4,2,5,3,3
CH442,3,2,2,2,3,5,3,3,2,4,3,3,5,4,3,5,3,4,3,1,5,2,2,2,3,2,3,5,1,4,2,1,3,4,2,3
CH454,2,0,0,0,4,3,5,5,3,0,2,5,2,4,3,3,2,3,0,2,2,2,3,3,1,3,4,3,5,1,4,3,3,3,3,3
CH456,3,0,0,0,3,2,2,1,1,0,1,2,3,5,5,2,2,3,0,3,3,3,4,4,5,2,4,3,3,4,5,4,3,3,3,4
CH463,3,3,3,1,5,1,3,4,3,4,4,1,3,3,3,3,3,2,3,1,2,3,3,2,4,3,5,3,2,4,3,3,3,2,3,1
CH465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,2,3,5,3,2,4,3,3,3,3
CH467,3,0,0,0,2,2,0,3,4,0,2,3,3,0,2,0,0,0,0,3,1,3,2,2,2,5,3,4,2,2,4,3,4,1,5,3
CH468,2,0,4,1,5,3,3,2,3,2,3,4,3,0,2,5,2,2,3,0,5,5,5,3,2,3,1,2,1,2,3,3,3,4,3,5
CH469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,4,4,2,3,4,2,2,4,4,1
CH486,3,3,0,0,3,3,5,1,1,0,3,1,3,3,4,1,3,0,3,0,5,1,3,2,3,4,5,3,4,2,1,4,2,1,3,3
CH490,1,4,3,3,2,3,4,5,5,3,5,2,1,4,2,1,5,4,2,4,4,5,3,4,4,3,3,3,3,5,3,1,4,2,3,1
CH493,3,5,4,2,5,3,3,3,5,1,3,3,1,5,3,4,2,4,4,3,3,5,4,3,3,4,1,3,5,5,4,2,5,3,2,3
CH500,4,2,5,5,1,5,5,1,2,3,3,4,3,5,5,3,3,3,3,3,2,1,2,5,2,1,3,1,1,3,3,1,3,3,3,4
CH503,2,3,4,5,4,3,3,0,0,4,0,2,0,2,5,2,2,4,0,2,3,3,0,3,2,3,3,4,3,3,3,2,2,4,2,3
CH507,1,4,0,0,3,3,4,1,3,0,3,2,2,4,1,3,3,0,3,0,3,4,3,3,3,5,3,3,3,3,2,1,4,2,3,5
CH511,3,1,4,2,3,3,2,0,0,1,0,5,0,4,3,3,2,2,0,4,1,3,0,3,3,4,2,2,3,5,3,3,3,1,4,2
CH524,4,3,3,1,4,2,3,0,0,3,0,2,0,2,3,2,1,2,0,5,4,1,0,3,3,4,3,3,3,3,2,3,1,3,3,4
CH528,2,0,0,0,4,4,5,5,4,0,2,3,5,0,2,5,3,0,4,0,4,4,3,3,3,4,3,2,3,3,1,4,2,2,2,3
CH533,2,0,0,0,4,3,4,4,5,0,1,2,5,3,3,0,4,5,0,4,3,3,4,4,3,1,1,2,3,3,5,3,2,2,4,3
CH544,3,3,2,1,0,3,3,0,0,4,0,3,0,2,5,3,5,5,0,2,3,3,0,1,3,5,5,2,4,2,4,2,5,3,3,2
CH545,2,0,0,0,0,4,5,4,2,0,3,5,3,2,2,3,2,5,0,2,1,2,3,3,2,1,3,4,3,2,3,3,3,3,5,1
CH547,2,0,3,1,3,5,1,3,4,2,1,3,1,0,1,3,4,2,2,0,4,4,2,4,4,5,3,4,3,4,1,2,4,4,3,3
CH549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,4,4,4,3,3,2,3
CH552,3,0,0,0,3,3,4,4,4,0,4,3,3,4,3,3,3,0,0,0,3,3,4,3,4,3,3,1,2,4,1,5,2,5,3,3
CH556,1,0,2,3,0,4,4,3,2,3,4,2,3,0,2,3,3,3,3,0,2,3,3,1,3,3,1,4,3,2,3,3,5,4,3,2
CH563,4,0,2,1,4,4,2,3,2,2,3,3,4,0,2,4,1,4,4,0,2,4,3,1,4,3,3,3,3,3,2,3,3,4,3,3
CH568,1,0,3,3,5,4,3,4,5,4,3,3,2,0,3,3,3,2,1,0,3,3,5,4,3,2,3,3,3,2,1,2,3,4,4,3
CH570,4,5,4,4,5,3,1,5,3,4,4,3,3,3,2,2,3,2,3,2,4,4,3,3,5,1,3,2,3,2,2,2,3,3,3,3
CH571,2,4,0,2,0,4,0,3,3,3,3,4,3,0,1,0,0,0,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,3,2,4
CH572,3,0,0,0,4,3,0,1,4,0,2,3,2,0,2,0,0,0,0,3,2,3,2,1,4,4,5,3,2,4,2,2,2,5,4,2
CH575,1,0,0,0,2,3,3,5,2,0,2,3,2,0,2,3,3,0,4,0,1,3,3,2,4,2,5,1,2,3,3,2,4,3,1,4
CH576,5,3,0,0,2,3,5,0,0,0,0,2,0,3,1,2,3,0,0,0,2,2,0,3,3,5,3,1,5,1,3,3,3,3,3,4
CH577,5,1,0,0,1,5,3,2,3,0,3,3,4,1,2,0,1,0,5,0,3,4,1,2,3,4,3,3,2,3,4,3,3,3,4,3
CH581,3,3,0,0,5,3,2,3,3,0,1,4,4,4,3,4,3,0,4,0,4,4,4,3,4,3,2,4,5,3,4,2,5,3,3,4
CH582,4,4,5,1,2,4,5,3,1,3,3,4,1,2,4,2,4,3,3,1,2,3,4,3,1,4,1,5,2,3,1,3,3,3,1,4
CH590,4,3,3,3,2,5,2,3,3,3,4,2,4,3,1,3,4,3,3,3,3,4,2,3,3,2,5,1,2,4,2,4,4,2,2,2
CH593,2,2,0,0,1,4,1,3,2,0,4,3,3,3,1,4,4,0,3,0,3,3,3,5,3,3,3,3,3,3,3,3,2,3,4,4
CH598,4,3,2,3,2,4,2,0,0,4,0,3,0,3,2,2,2,5,0,4,2,5,0,3,3,4,2,4,3,2,1,4,2,4,2,3
CH599,3,3,0,4,4,3,3,3,5,4,2,2,5,2,5,0,1,3,3,4,3,3,5,1,3,3,1,1,3,2,3,3,3,3,3,2
CH600,2,3,5,2,3,4,4,0,0,1,0,2,0,4,3,2,2,5,0,5,4,5,0,3,4,3,2,2,3,2,2,3,5,3,3,2
CH609,2,3,4,3,3,4,1,3,4,3,1,2,3,2,4,1,2,2,5,4,4,3,4,4,3,5,4,5,4,4,5,3,4,2,4,4
CH616,4,4,0,0,1,2,3,3,2,0,3,4,3,1,4,2,3,0,5,0,4,3,1,1,3,4,1,4,3,2,1,5,3,2,3,2
CH619,3,0,0,0,5,3,0,5,3,0,1,5,1,0,3,0,0,0,0,3,3,2,3,3,4,3,5,1,1,5,3,3,4,3,1,3
CH627,2,2,2,3,1,4,3,0,0,4,0,2,0,4,2,1,3,2,0,4,3,4,0,4,3,1,5,4,5,4,3,2,2,2,2,3
CH629,3,3,0,0,3,5,0,1,3,0,3,5,1,0,2,0,0,0,2,0,5,3,2,3,3,3,3,3,5,2,4,5,3,2,4,4
CH633,2,3,3,2,0,3,4,3,3,3,2,4,3,4,4,3,2,5,3,5,3,2,4,4,4,1,4,3,3,5,3,2,3,3,4,2
CH634,4,4,0,1,3,4,3,0,0,3,0,1,0,4,3,0,3,2,0,3,3,3,0,3,3,3,4,3,2,5,3,2,3,4,3,3
CH636,2,3,0,3,3,3,3,3,3,2,2,2,4,4,4,0,3,4,3,1,5,1,3,3,4,5,5,3,3,1,3,4,3,1,2,3
CH637,2,3,0,0,1,4,0,3,3,0,4,5,1,0,3,0,0,0,3,0,3,2,4,1,5,2,4,1,3,3,1,3,3,3,3,4
CH640,2,1,3,4,4,3,4,0,0,2,0,2,0,3,3,2,4,3,0,5,2,3,0,4,2,4,5,3,2,3,2,3,4,3,1,3
CH645,3,3,3,4,0,5,5,1,2,3,2,3,3,1,2,1,1,3,3,5,2,5,1,3,2,4,1,5,1,2,3,4,5,3,4,4
CH654,3,0,1,3,0,3,4,4,4,2,2,1,5,0,3,2,1,2,1,0,5,3,4,3,4,5,5,1,4,2,3,3,3,3,2,4
CH658,3,1,3,3,1,2,0,4,2,3,3,3,3,0,3,0,0,0,5,5,5,1,4,2,4,4,3,3,2,2,5,4,2,2,2,5
CH661,5,0,0,0,2,5,0,1,3,0,3,3,4,0,3,0,0,0,2,0,5,2,4,4,5,3,4,3,1,1,2,2,2,4,4,5
CH663,3,5,0,0,3,4,0,4,4,0,5,3,4,0,5,0,0,0,4,0,3,3,3,3,4,4,3,3,5,3,3,3,5,3,5,3
CH664,2,0,0,0,3,3,0,4,4,0,5,3,1,0,3,0,0,0,0,3,3,5,1,3,5,5,3,1,3,4,3,5,3,3,4,3
CH666,3,0,0,0,3,3,3,5,3,0,3,4,2,4,1,0,3,2,0,2,2,4,4,1,2,4,2,5,2,4,3,2,2,3,3,3
CH669,2,0,0,0,2,3,3,5,4,0,2,1,2,2,2,2,2,0,0,0,3,2,2,1,3,4,1,3,3,3,4,4,1,3,3,5
CH686,4,0,0,0,3,3,3,0,0,0,0,3,0,2,2,1,5,0,0,0,1,1,0,3,3,3,3,3,3,3,3,3,3,2,1,3
CH689,3,0,0,0,4,3,2,0,0,0,0,2,0,1,3,3,2,0,0,0,3,4,0,3,3,2,5,3,3,4,3,2,4,1,3,3
CH701,3,4,0,0,0,5,0,3,5,0,2,5,5,0,3,0,0,0,3,0,3,3,3,3,4,3,3,3,2,3,3,3,5,3,2,3
CH703,4,0,4,4,1,2,0,2,3,4,3,3,3,0,4,0,0,0,4,0,1,5,4,3,3,5,4,3,3,2,2,2,2,4,2,4
CH707,3,0,3,3,0,3,4,0,0,4,0,2,0,0,4,3,3,5,0,0,2,2,0,1,4,3,3,3,2,5,4,3,1,3,2,4
CH712,4,0,4,2,3,4,1,3,3,3,3,3,3,0,2,3,2,4,4,0,4,3,2,3,3,1,3,1,3,3,3,2,1,3,4,3
CH723,3,3,4,3,1,2,0,3,1,2,3,3,4,0,5,0,0,0,2,4,3,4,3,2,5,2,4,3,3,3,2,5,5,4,4,1
CH724,3,3,3,2,3,3,2,0,0,4,0,2,0,2,3,4,3,3,0,2,3,1,0,3,3,2,4,3,3,3,3,3,3,3,3,1
CH725,1,0,2,4,3,5,3,3,4,3,3,3,3,0,3,5,5,3,1,0,2,1,3,1,3,2,3,2,4,4,3,5,2,4,3,3
CH728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,4,1,2,2,4,3,2,4
CH730,4,0,0,0,5,1,2,2,3,0,2,2,5,4,5,0,3,2,0,3,3,3,5,1,2,3,4,5,3,1,3,5,3,4,2,1
CH733,3,4,5,4,0,3,4,1,5,3,5,4,2,2,3,2,3,3,3,1,5,3,4,1,4,2,3,3,5,3,2,4,3,2,3,2
CH736,2,3,2,3,3,4,5,2,4,5,3,5,3,4,3,3,4,3,2,2,4,4,3,3,2,3,4,4,3,5,4,2,3,2,3,4
CH738,2,0,3,4,1,1,3,4,4,3,2,2,4,0,3,3,3,3,5,0,4,3,2,5,2,3,2,3,3,4,5,3,1,3,3,5
CH742,1,2,3,4,0,2,0,3,2,4,1,3,4,0,4,0,0,0,3,3,4,4,3,2,2,4,5,1,1,4,3,2,2,3,5,5
CH746,3,0,0,0,2,4,3,2,5,0,5,2,1,4,3,3,1,3,0,3,3,3,5,3,3,3,3,2,3,4,4,3,3,3,3,4
CH753,4,1,0,0,1,2,4,3,4,0,1,2,3,3,4,4,5,0,2,0,3,2,3,2,2,3,3,4,4,2,4,3,3,1,4,1
CH761,2,1,0,3,4,4,0,4,2,3,3,3,3,0,1,0,0,0,3,3,1,3,3,1,4,2,4,3,3,4,4,4,2,1,3,3
CH762,5,3,3,3,0,2,5,3,4,3,4,1,4,3,3,2,4,2,2,2,1,3,2,2,3,3,3,3,3,3,4,1,4,2,4,3
CH771,2,0,4,3,0,1,5,4,3,4,3,4,3,0,1,5,4,4,3,0,3,4,5,2,3,4,2,3,2,3,4,4,3,3,3,4
CH772,3,3,5,4,0,5,0,0,0,1,0,3,0,0,1,0,0,0,0,4,2,5,0,4,2,3,5,2,2,3,5,3,3,3,5,1
CH775,2,2,1,3,2,3,3,3,5,2,3,2,3,4,4,3,4,4,2,2,3,5,3,2,4,2,3,1,1,3,3,2,4,2,3,3
CH777,4,4,1,2,0,3,3,2,5,5,1,3,4,3,3,3,1,4,3,3,2,4,4,3,5,2,4,3,2,2,3,4,4,3,1,5
CH780,3,0,4,2,3,1,2,4,2,3,2,3,1,0,1,4,3,3,4,0,2,2,3,5,2,4,3,1,5,5,5,3,2,3,3,3
CH781,4,4,2,3,5,2,3,1,3,3,1,1,3,3,1,4,3,2,4,2,2,4,2,4,4,3,1,1,2,4,3,1,3,2,2,2
CH782,4,0,0,0,3,3,1,3,3,0,4,3,4,0,4,3,2,4,0,0,1,3,3,3,5,3,3,3,2,3,1,2,2,3,3,4
CH783,3,3,0,0,1,5,3,2,3,0,2,3,3,2,3,4,3,0,2,0,4,3,3,2,2,4,3,5,5,4,2,2,2,5,3,4
CH784,5,0,0,0,0,3,5,5,2,0,3,3,2,3,5,5,3,0,0,0,1,2,1,3,4,5,3,4,2,3,4,3,1,4,2,1
CH786,3,1,3,3,0,5,4,2,4,3,4,4,2,3,4,3,1,1,2,1,3,2,2,3,5,5,2,4,5,5,4,4,2,1,3,1
CH790,5,3,0,4,3,2,0,0,0,5,0,2,0,0,4,0,0,0,0,3,3,3,0,2,3,5,4,3,4,4,3,4,3,4,2,5
CH794,3,3,3,3,2,1,3,3,3,1,3,2,2,2,3,1,2,3,2,3,3,4,4,5,3,3,5,3,3,3,3,1,4,5,1,4
CH798,2,2,3,1,3,1,3,3,5,4,2,3,5,4,3,3,3,3,4,2,5,2,3,1,3,3,2,5,3,3,3,2,3,3,3,4
CH802,2,3,1,3,0,1,0,3,5,3,2,2,1,0,3,0,0,0,3,3,2,5,4,5,2,3,4,4,1,5,5,2,3,3,4,3
CH804,2,0,0,1,2,3,4,3,3,2,3,4,3,0,2,0,4,3,2,0,1,3,2,5,4,3,3,3,2,4,3,3,1,2,3,3
CH815,2,2,3,1,3,3,3,0,0,4,0,3,0,4,5,3,3,3,0,5,3,3,0,5,2,4,3,3,5,4,3,3,3,3,2,3
CH824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,3,4,4,4,1,3,3,3
CH826,3,0,3,2,2,2,2,2,1,4,3,1,3,0,3,5,3,5,2,0,3,5,4,3,1,3,1,3,2,3,4,2,3,2,2,3
CH827,2,5,0,0,3,2,2,2,2,0,4,3,3,3,2,3,3,0,3,0,4,2,1,1,5,4,4,3,3,2,4,4,3,3,4,1
CH828,4,3,3,3,0,2,5,5,3,3,3,3,5,2,2,5,2,4,2,5,4,5,5,1,3,3,4,2,5,2,4,3,3,3,2,3
CH834,3,0,0,0,3,5,4,1,4,0,5,4,3,0,3,0,2,0,3,0,2,3,4,2,5,3,2,1,3,2,4,4,4,3,3,2
CH835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,3,2,3,3,1,4,1,1,1,3,3
CH840,2,4,0,0,2,5,4,0,0,0,0,3,0,4,1,3,3,0,0,0,3,5,0,2,2,3,3,4,3,3,3,2,3,3,4,2
CH844,3,5,3,5,3,5,3,1,4,4,3,3,5,2,3,1,2,3,4,4,5,1,3,2,1,2,2,3,2,3,5,4,4,4,3,4
CH846,4,2,4,3,0,3,3,3,2,3,3,5,4,4,2,3,3,3,1,3,3,3,1,3,4,3,4,3,4,1,2,3,5,3,3,2
CH850,3,3,4,3,3,1,1,3,3,3,4,1,3,4,3,3,3,3,2,2,2,4,2,5,4,3,4,1,3,5,1,2,1,3,2,3
CH865,4,2,0,1,2,2,4,4,2,1,4,3,2,3,4,0,1,2,3,2,4,4,3,2,5,3,3,5,4,3,3,1,5,4,3,4
CH866,4,0,0,0,4,2,3,3,1,0,3,2,3,0,3,3,3,0,0,0,4,2,3,2,2,3,2,3,5,2,3,5,2,3,2,3
CH867,3,0,0,0,1,5,2,2,5,0,4,2,4,3,4,5,2,3,0,3,1,2,3,2,2,3,2,1,2,4,1,4,4,3,2,4
CH869,3,2,3,2,3,3,3,3,5,3,3,4,3,3,4,4,3,2,3,3,3,2,3,3,2,5,4,4,3,3,4,3,3,2,3,5
CH874,1,3,0,3,1,4,1,4,1,2,4,4,5,2,3,0,2,2,1,4,2,3,3,2,5,3,5,5,5,4,2,2,3,3,4,4
CH875,2,1,2,3,1,3,3,0,0,3,0,5,0,3,4,3,3,3,0,1,3,3,0,3,3,3,2,2,3,2,3,3,2,4,3,2
CH876,2,3,3,4,3,5,2,3,4,2,2,3,5,3,3,3,1,3,1,3,4,3,5,2,3,4,2,2,3,3,5,3,4,4,2,4
CH879,2,1,4,2,3,3,2,0,0,3,0,3,0,2,4,3,5,3,0,2,3,3,0,3,4,4,3,4,2,2,1,2,5,2,3,3
CH880,3,3,3,3,5,1,0,0,0,3,0,4,0,0,2,0,0,0,0,5,3,2,0,5,2,3,3,2,3,3,4,4,4,2,1,4
CH887,3,2,0,0,2,3,0,3,5,0,3,2,4,0,3,0,0,0,3,0,2,3,3,4,3,3,5,1,3,3,2,3,4,3,3,4
CH888,5,0,0,0,4,5,0,3,3,0,3,4,2,0,3,0,0,0,2,0,1,1,3,4,3,3,4,3,3,3,3,2,5,1,3,2
CH892,3,3,3,2,0,4,0,4,3,1,2,4,3,0,4,0,0,0,2,1,3,4,3,3,3,3,3,3,1,4,2,3,3,4,4,2
CH894,3,0,0,0,0,2,2,0,0,0,0,3,0,0,3,3,4,1,0,0,4,4,0,3,3,1,4,3,5,3,2,3,1,4,3,3
CH903,5,5,5,2,4,5,3,2,4,4,4,2,2,3,3,3,2,2,3,2,3,3,3,4,2,5,4,3,5,2,3,1,3,3,3,1
CH909,1,0,2,4,3,3,1,2,3,5,3,4,4,0,5,3,5,3,2,0,2,4,2,3,3,5,2,3,3,5,3,3,3,2,4,1
CH910,4,0,0,0,4,3,2,0,0,0,0,3,0,3,3,5,3,2,0,3,4,5,0,3,3,5,5,5,2,3,2,3,1,2,3,3
CH912,2,0,0,0,4,3,0,2,2,0,5,2,1,0,2,0,0,0,0,0,3,1,4,3,3,5,2,3,3,2,3,3,4,4,3,3
CH913,3,3,2,3,0,3,5,2,3,3,3,1,3,2,4,4,2,2,2,2,2,2,3,3,3,3,4,5,3,1,2,2,3,3,3,2
CH926,4,2,0,0,2,3,0,4,2,0,3,5,5,0,5,0,0,0,2,0,3,4,5,4,3,4,3,4,2,3,4,4,5,1,3,3
CH928,3,3,0,0,5,1,2,2,3,0,1,3,2,5,4,0,2,0,2,0,2,4,3,3,4,3,2,3,5,3,3,5,3,5,2,3
CH931,2,0,0,0,0,3,0,4,2,0,1,2,4,0,4,0,0,0,0,0,5,2,3,2,4,2,3,5,4,1,1,4,3,4,2,4
CH932,4,0,0,0,0,5,2,2,2,0,4,4,3,5,1,4,3,0,0,0,3,2,3,2,2,4,5,5,3,4,4,3,3,2,2,4
CH933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,5,3,3,4,3,3,2,3
CH935,1,5,2,2,3,4,4,0,0,3,0,4,0,4,3,5,2,5,0,3,3,5,0,3,4,2,2,4,2,4,3,3,2,4,4,3
CH936,3,2,4,3,2,4,4,1,4,4,5,2,3,5,1,3,3,3,3,5,2,3,3,2,2,5,3,3,4,1,4,2,4,2,4,3
