courseId,2025-03-03 10:00:00,2025-03-03 14:00:00,2025-03-04 10:00:00,2025-03-04 14:00:00,2025-03-05 10:00:00,2025-03-05 14:00:00,2025-03-06 10:00:00,2025-03-06 14:00:00,2025-03-07 10:00:00,2025-03-07 14:00:00,2025-03-10 10:00:00,2025-03-10 14:00:00,2025-03-11 10:00:00,2025-03-11 14:00:00,2025-03-12 10:00:00,2025-03-12 14:00:00,2025-03-13 10:00:00,2025-03-13 14:00:00,2025-03-14 10:00:00,2025-03-14 14:00:00,2025-03-17 10:00:00,2025-03-17 14:00:00,2025-03-18 10:00:00,2025-03-18 14:00:00,2025-03-19 10:00:00,2025-03-19 14:00:00,2025-03-20 10:00:00,2025-03-20 14:00:00,2025-03-21 10:00:00,2025-03-21 14:00:00,2025-03-24 10:00:00,2025-03-24 14:00:00,2025-03-25 10:00:00,2025-03-25 14:00:00,2025-03-26 10:00:00,2025-03-26 14:00:00,2025-03-27 10:00:00,2025-03-27 14:00:00,2025-03-28 10:00:00,2025-03-28 14:00:00,2025-03-31 10:00:00,2025-03-31 14:00:00,2025-04-01 10:00:00,2025-04-01 14:00:00,2025-04-02 10:00:00,2025-04-02 14:00:00
CA936,4,3,3,5,3,1,4,2,3,5,4,4,3,3,1,3,4,3,4,2,1,2,4,2,1,4,3,2,4,2,1,1,2,4,3,3,4,3,4,1,2,4,5,2,1,1
CA937,1,3,2,3,3,2,2,3,1,3,3,2,1,3,3,4,3,3,2,3,3,1,4,5,5,4,4,2,3,4,1,1,3,3,3,2,1,4,4,3,4,2,3,2,1,3
CA940,3,3,4,3,3,3,1,2,4,2,4,3,4,1,4,4,1,4,3,1,3,2,5,5,1,2,3,3,3,4,2,2,3,2,4,4,3,3,3,1,3,1,2,3,3,2
CA941,2,3,4,3,4,5,4,4,3,3,1,3,3,3,2,3,5,4,3,3,4,3,3,4,2,4,5,1,1,3,3,2,3,4,3,5,3,2,4,3,3,3,3,2,3,3
CA942,3,2,3,4,5,3,4,5,2,2,2,4,3,3,5,3,3,5,2,4,3,4,3,4,3,2,3,2,1,2,3,2,3,3,4,2,3,3,3,3,3,3,3,3,5,3
CA943,4,3,3,4,3,1,4,5,4,3,5,2,3,1,3,1,4,2,3,3,3,2,3,2,2,4,3,3,5,2,1,3,3,3,1,3,3,5,1,3,3,4,3,3,3,3
CA952,4,4,3,3,1,2,3,3,1,3,2,1,3,3,4,4,3,1,3,1,3,3,2,3,3,4,2,4,3,3,5,3,4,3,3,1,3,3,3,4,3,3,3,4,3,4
CA955,2,4,3,3,2,4,3,2,1,3,2,2,1,2,5,3,3,3,4,3,2,3,4,3,3,1,1,4,4,3,4,4,3,3,3,1,1,4,5,4,1,3,3,2,3,1
CA957,3,2,2,5,3,4,2,2,5,2,4,4,1,2,3,5,3,3,3,2,4,4,3,3,3,4,5,4,3,3,2,3,3,2,1,3,4,3,2,3,4,1,4,5,3,4
CA958,3,2,3,2,2,4,2,2,3,5,3,1,2,1,4,2,2,2,3,3,2,4,3,2,1,1,3,1,2,1,1,3,3,3,2,1,2,3,3,4,5,4,1,2,4,4
CA960,3,3,2,3,3,3,3,4,3,3,3,3,5,3,2,4,4,3,4,4,4,1,4,3,2,4,3,4,3,3,3,5,3,4,4,3,2,5,4,3,5,3,3,3,4,3
CA964,3,1,4,2,2,3,4,3,4,1,2,4,2,5,4,4,1,3,3,2,3,2,3,2,1,3,3,3,5,1,2,3,3,3,4,3,3,2,4,1,3,3,3,3,3,2
CA965,2,3,3,4,5,3,5,1,3,2,2,2,4,3,4,3,2,3,2,5,4,1,5,2,3,3,3,4,3,2,3,1,2,1,4,4,3,3,1,1,2,4,3,1,3,1
CA972,3,5,3,3,3,2,1,3,2,1,3,3,1,5,4,4,4,3,3,3,2,3,4,3,2,4,3,3,5,5,2,4,5,4,4,4,5,2,2,1,4,3,2,3,1,2
CA974,3,2,3,2,1,3,1,4,1,4,1,5,3,3,3,2,2,4,3,1,4,4,5,1,3,3,4,3,3,4,3,2,3,3,3,2,4,1,1,2,2,4,4,2,2,3
CA988,3,3,5,1,5,3,5,3,2,3,5,3,4,5,3,3,2,5,3,4,2,3,3,4,3,4,3,2,3,4,2,2,3,1,3,3,4,5,2,2,5,4,5,4,3,3
CA992,3,1,3,4,2,2,2,1,2,3,4,1,3,4,5,1,3,3,5,1,4,3,1,3,3,1,4,4,3,3,3,1,3,4,4,3,3,5,5,4,2,1,4,3,4,1
CA994,3,4,1,5,3,3,3,4,3,4,2,3,3,2,4,3,5,4,3,4,2,3,3,3,4,3,4,4,2,3,4,4,4,2,4,3,5,3,4,3,5,3,2,3,2,4
CA998,1,2,4,3,2,5,3,3,3,1,2,2,3,5,2,5,3,3,1,4,4,4,2,3,5,3,3,1,1,3,3,4,5,3,4,3,5,5,4,2,5,2,4,3,3,4
CH001,4,1,3,5,3,4,4,5,5,3,2,3,2,3,3,4,3,5,3,3,3,3,3,3,4,3,5,1,3,4,3,2,4,3,3,4,4,3,3,4,1,3,3,2,3,4
CH002,3,1,4,2,3,1,3,3,2,5,3,5,3,3,5,3,1,3,2,5,1,4,2,2,2,3,2,3,3,4,3,3,3,4,3,3,1,5,3,5,4,2,3,3,4,1
CH007,4,2,3,4,2,1,1,2,3,4,4,4,2,3,3,3,4,5,4,5,5,3,3,4,3,3,3,3,3,2,3,3,2,3,3,2,3,1,4,3,2,3,3,3,3,3
CH008,3,5,3,2,3,2,2,4,2,4,3,3,4,5,2,4,3,3,2,4,4,4,2,1,3,2,3,3,2,5,4,1,4,1,4,2,3,3,3,3,1,4,3,2,3,2
CH009,3,3,3,3,1,3,2,3,4,2,3,1,5,2,4,3,3,3,3,3,3,4,4,5,4,3,3,3,1,3,1,2,3,3,5,2,1,5,3,3,1,3,3,2,4,3
CH010,5,3,2,3,2,4,3,3,4,2,3,4,1,2,2,4,2,5,3,3,2,4,2,3,5,3,3,4,4,4,1,4,4,3,3,2,3,3,4,5,4,2,4,2,2,3
CH016,5,3,3,4,4,1,3,4,2,1,3,4,5,3,5,5,4,3,4,5,4,3,4,4,2,2,4,4,3,3,5,3,2,3,2,1,4,4,4,1,2,4,4,3,4,4
CH047,4,4,4,2,3,3,1,5,3,4,3,3,3,2,2,1,4,3,5,4,3,3,3,1,1,3,4,3,3,3,3,3,4,2,2,3,4,3,3,3,4,3,4,3,3,3
CH048,5,4,2,3,1,5,3,3,2,4,3,3,3,3,3,5,3,2,4,2,3,3,3,5,3,2,3,4,3,2,3,2,2,3,5,3,4,4,3,5,4,3,3,3,3,3
CH049,5,3,5,3,4,2,5,4,3,5,3,1,2,1,1,3,5,3,5,4,2,4,2,1,2,3,3,1,4,1,3,1,2,4,5,1,4,3,5,3,3,1,3,3,3,4
CH050,1,1,1,1,2,5,3,3,2,4,3,3,4,3,3,4,2,3,1,3,1,5,2,3,2,3,3,2,3,2,5,2,3,3,3,5,3,5,3,5,3,3,1,1,2,1
CH053,3,3,5,2,3,3,1,2,4,3,4,3,5,4,3,4,1,1,3,4,3,3,2,4,5,3,3,3,2,2,4,3,2,3,5,3,5,4,2,3,3,3,2,1,3,3
CH058,3,3,4,3,5,2,1,2,1,2,3,2,4,3,3,1,2,2,2,3,3,1,2,4,3,3,3,5,2,4,3,3,4,2,4,2,3,2,3,2,4,3,3,3,2,3
CH067,2,5,3,3,5,3,2,3,5,3,1,4,2,4,5,3,2,2,4,1,3,3,1,3,3,3,2,5,1,2,3,3,2,5,5,4,3,3,4,1,2,2,5,1,3,4
CH072,2,2,2,3,2,3,2,4,3,2,4,2,3,1,3,2,2,5,3,2,5,2,4,4,3,3,1,3,4,4,2,1,3,2,4,3,3,2,3,4,3,1,3,3,3,1
CH073,1,4,3,3,5,2,5,4,3,3,2,3,3,3,5,1,3,5,1,3,4,3,4,2,5,3,2,1,3,3,3,5,3,3,1,3,4,4,3,4,5,3,3,3,5,1
CH074,3,3,5,4,2,4,2,3,1,3,4,2,4,3,1,5,3,4,3,3,3,3,4,3,4,3,5,1,3,2,2,2,3,1,3,5,2,3,2,2,4,3,1,3,5,4
CH076,3,5,4,3,3,5,1,3,3,2,2,3,3,3,3,4,4,2,1,1,4,1,5,4,3,1,1,3,3,2,2,2,3,3,3,5,3,5,1,4,3,3,3,3,4,1
CH082,3,3,5,1,3,4,5,4,5,3,4,4,3,1,1,5,1,3,4,3,2,2,1,3,3,1,1,4,2,3,3,2,2,3,4,3,3,3,3,3,3,3,3,2,2,4
CH093,4,3,3,3,2,5,4,5,3,3,4,3,2,3,2,4,3,3,3,3,5,1,3,2,2,1,4,3,3,5,4,2,3,2,1,5,4,4,2,2,2,2,2,4,5,5
CH095,2,2,3,2,3,4,4,3,2,2,3,4,2,3,4,3,4,4,4,4,1,3,3,3,3,4,3,4,2,3,3,3,3,5,3,3,4,3,3,3,3,5,5,3,1,2
CH097,5,2,3,1,3,3,4,3,3,3,4,3,4,2,5,3,2,3,3,4,5,4,4,3,3,2,3,3,4,1,5,2,2,3,3,3,2,5,3,4,5,3,2,3,3,3
CH098,2,4,4,3,3,5,3,3,2,2,5,4,1,3,1,4,1,3,3,3,2,3,3,3,4,3,4,3,3,1,3,5,2,5,3,2,5,5,1,5,2,4,2,3,2,4
CH103,4,4,5,2,3,5,3,4,1,5,1,1,3,4,1,5,2,1,3,4,5,2,4,2,4,1,3,4,2,3,4,2,4,3,3,4,4,3,2,3,3,1,3,3,1,4
CH108,3,3,3,3,2,3,4,3,3,4,3,3,3,4,4,3,3,4,3,5,3,5,1,3,2,5,4,4,5,5,2,3,1,3,4,4,3,2,1,2,1,5,2,4,3,3
CH110,3,1,5,5,2,2,2,4,3,3,3,3,2,1,3,4,4,5,3,1,3,1,5,3,1,5,3,2,4,2,2,1,4,2,4,3,3,5,2,4,2,2,2,5,3,4
CH112,1,3,3,5,4,5,3,4,2,4,5,3,1,3,3,2,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,1,3,2,4,4,2,3,4,4,3,2,3,5,3,3
CH124,4,1,5,4,3,3,5,4,4,2,1,3,2,3,3,3,3,2,2,3,2,2,3,4,2,4,4,3,4,5,5,2,3,4,1,2,3,1,3,3,4,1,3,5,4,4
CH126,5,1,2,2,4,4,3,2,2,3,2,2,3,1,5,2,4,3,2,5,3,2,2,2,3,3,3,4,1,1,4,2,2,3,3,3,2,4,2,3,1,5,2,3,3,3
CH128,2,3,3,3,3,3,4,2,4,4,4,4,3,1,3,4,2,4,2,3,1,3,4,3,2,3,4,3,3,3,3,1,4,4,2,3,4,1,4,3,3,3,3,3,4,3
CH130,2,3,4,3,3,3,4,4,4,1,2,5,4,4,3,2,2,5,3,3,5,3,1,3,4,3,3,3,2,1,1,3,3,3,2,3,2,4,3,1,2,2,4,3,3,3
CH137,3,4,4,4,5,3,4,3,4,3,3,1,3,3,1,3,3,3,4,4,2,3,3,4,3,3,3,3,2,3,3,1,3,2,3,2,4,3,2,2,2,5,3,5,5,3
CH138,1,4,3,1,3,3,3,3,5,2,3,1,3,2,2,2,4,3,3,1,4,1,4,4,2,3,1,2,2,5,3,1,2,2,4,3,3,4,3,4,2,5,5,3,3,3
CH143,3,2,2,3,3,2,1,5,3,2,4,2,3,3,2,3,3,4,5,4,3,3,3,4,3,5,3,3,4,3,4,3,3,2,4,2,5,3,3,3,3,3,3,2,4,3
CH150,4,5,4,3,3,3,1,3,3,3,2,3,4,2,3,5,4,2,3,2,1,4,4,3,1,1,3,5,2,3,3,2,3,3,2,2,3,2,4,4,2,5,5,1,1,5
CH152,1,2,3,2,3,5,4,2,5,4,5,2,1,3,5,3,3,3,4,4,5,3,3,1,3,3,3,2,3,2,5,2,2,3,5,2,5,2,2,2,2,4,3,4,3,3
CH155,3,3,3,3,4,3,2,2,3,5,3,1,3,3,3,2,3,1,4,2,5,3,1,5,3,3,3,3,3,2,3,5,2,3,5,4,5,4,1,2,5,5,3,3,3,4
CH163,3,3,2,3,2,1,3,3,2,2,3,3,4,2,4,2,2,3,4,2,2,3,3,3,3,1,3,3,2,3,4,3,3,2,1,1,3,3,4,3,5,3,3,3,4,3
CH168,2,3,1,3,3,3,2,4,5,3,2,2,1,3,4,2,3,5,3,5,1,3,2,1,2,1,2,2,5,1,5,3,3,1,1,2,3,3,3,3,2,4,3,3,2,3
CH171,2,3,3,2,4,3,1,3,2,5,3,1,3,3,3,3,3,3,2,1,1,4,3,5,3,4,2,4,5,5,3,4,1,2,3,4,3,1,3,2,4,3,3,1,2,2
CH172,3,1,1,5,4,4,4,1,2,2,3,4,5,4,2,4,3,1,3,4,4,4,3,5,1,2,3,4,1,3,2,3,3,3,2,4,3,4,3,3,2,4,3,3,3,3
CH173,3,2,4,3,2,2,3,2,4,4,4,4,1,1,4,3,5,4,3,3,4,3,3,3,4,3,3,3,4,3,4,3,3,3,3,3,2,3,4,3,3,4,3,3,5,5
CH176,3,3,3,4,4,3,1,3,1,3,4,3,3,3,3,2,3,3,3,1,1,2,3,1,3,1,5,5,3,4,4,4,3,3,3,1,5,1,2,3,1,4,1,4,5,3
CH181,3,3,1,3,3,2,1,3,3,2,4,4,3,5,3,4,2,4,3,3,2,4,3,2,2,4,3,2,2,3,5,3,2,4,3,3,2,4,5,4,1,3,3,4,5,5
CH186,2,4,5,3,5,5,3,5,4,3,3,3,3,3,3,4,5,4,3,4,4,4,3,3,3,2,4,3,3,3,3,4,1,4,3,3,3,4,3,4,5,4,4,2,3,3
CH187,2,3,2,3,1,2,3,3,3,3,3,1,2,3,3,4,4,3,3,4,3,2,3,3,3,2,5,3,5,4,2,5,2,2,3,2,1,3,2,5,3,5,2,3,4,3
CH188,2,3,3,3,2,4,5,3,3,1,2,3,5,4,3,2,2,4,2,2,4,4,3,2,2,4,3,3,4,2,2,3,3,3,2,3,4,3,3,3,4,2,2,3,3,3
CH191,2,2,1,4,3,4,5,1,3,3,3,1,5,4,1,2,4,2,3,3,1,3,2,2,1,2,3,5,3,3,5,2,4,2,2,3,2,2,3,3,3,1,2,4,3,1
CH196,3,2,2,5,5,3,3,3,4,3,5,2,1,5,3,3,3,2,4,2,3,4,3,3,2,3,1,1,4,4,2,5,2,3,2,1,5,3,3,3,2,5,3,3,4,3
CH202,2,2,3,3,4,2,3,4,5,5,3,5,5,1,3,3,3,5,2,2,3,3,3,2,3,4,1,4,2,2,3,3,4,3,5,1,5,4,5,2,2,5,3,2,4,3
CH205,3,1,3,3,2,4,1,1,3,5,3,2,4,3,5,2,4,2,5,4,3,1,3,3,4,4,4,2,3,3,4,3,4,2,5,1,3,3,3,3,4,2,5,3,3,3
CH207,3,4,3,2,3,4,3,4,4,3,3,2,2,3,2,2,3,3,4,1,4,2,4,2,3,2,3,2,3,4,3,3,4,1,4,3,3,3,3,3,2,5,1,3,2,3
CH212,4,3,2,3,3,3,4,3,4,3,1,3,4,2,2,1,2,4,3,1,5,3,2,1,3,2,2,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,1,3,2
CH214,5,3,3,1,4,2,3,3,1,5,3,4,5,1,3,4,3,4,3,5,2,4,3,3,3,4,2,2,2,3,3,5,2,3,5,3,3,1,3,3,3,2,3,3,2,4
CH215,3,3,3,4,5,1,3,3,4,4,5,4,2,2,5,1,3,3,2,4,4,5,5,3,5,3,4,4,2,3,5,3,3,3,5,3,1,2,5,2,4,3,1,3,3,2
CH216,5,5,2,5,5,5,4,3,3,1,2,4,2,1,4,3,3,2,4,4,3,3,2,2,3,4,4,3,4,2,3,3,2,3,3,2,3,3,4,4,3,3,2,3,3,3
CH218,1,3,4,2,4,2,4,4,3,1,1,3,5,3,4,2,4,2,2,3,3,3,3,3,3,4,3,4,3,4,2,3,5,2,5,4,3,3,1,3,5,5,2,1,2,3
CH219,5,1,3,5,3,3,1,3,3,3,4,5,3,1,4,3,2,3,3,3,1,1,3,1,5,2,3,4,4,4,3,2,2,3,3,4,3,4,3,2,4,3,1,3,5,4
CH222,2,4,1,3,2,3,2,4,3,3,5,2,4,2,4,2,2,4,3,2,3,4,3,2,2,3,4,5,1,2,3,2,3,5,1,3,4,2,3,4,2,2,1,4,3,3
CH230,1,2,3,3,4,4,4,4,4,3,2,3,2,2,3,3,3,4,3,5,2,3,1,3,1,3,2,4,1,3,5,1,4,3,1,5,3,3,3,3,4,3,3,3,1,3
CH235,3,3,3,2,1,4,4,5,4,4,3,2,3,3,2,3,2,3,4,3,3,3,3,4,5,3,4,1,2,1,3,3,4,3,3,2,2,4,2,3,5,4,1,4,2,3
CH237,3,3,3,4,3,2,5,3,2,4,1,3,5,3,3,5,4,2,1,5,1,3,5,2,5,3,2,1,3,3,3,3,3,3,2,3,4,1,5,5,2,3,3,4,1,2
CH238,3,1,4,4,1,3,3,3,3,1,2,4,4,1,1,4,3,3,5,4,3,4,3,3,1,4,4,4,5,1,5,4,2,1,1,2,4,3,3,3,3,2,4,3,3,2
CH246,2,3,3,3,5,3,3,3,1,5,4,3,1,4,1,2,1,2,3,1,3,4,3,3,3,4,5,3,3,5,1,2,2,3,2,3,3,1,2,2,3,5,5,2,4,4
CH247,3,4,3,3,3,3,2,2,4,5,4,2,4,2,4,2,3,4,1,2,3,3,4,3,2,4,5,3,3,4,3,2,1,3,4,3,3,3,3,5,2,3,4,2,2,4
CH248,5,3,3,3,4,5,3,2,5,3,2,4,2,3,4,4,1,3,4,3,2,3,5,5,4,2,2,3,2,2,2,2,3,2,5,3,3,5,4,4,5,4,4,5,3,2
CH250,4,4,3,4,5,3,3,5,3,4,4,3,5,4,4,3,2,3,1,4,4,2,2,2,3,3,1,1,3,3,3,3,3,5,4,3,3,3,3,4,3,3,2,2,5,1
CH253,3,3,3,3,5,3,3,3,4,4,3,2,2,3,4,1,4,4,2,3,1,1,3,3,4,2,4,3,3,4,2,3,4,2,1,5,3,4,2,3,4,1,4,2,2,3
CH255,2,3,3,2,3,3,2,1,2,3,2,2,5,5,3,4,1,5,3,4,3,3,1,3,1,5,3,2,2,1,4,5,3,4,3,3,3,4,4,4,1,3,2,2,4,4
CH265,3,2,5,2,4,3,3,4,1,3,3,2,5,3,3,3,4,2,3,1,5,1,3,3,4,1,3,4,5,5,2,1,3,1,3,5,4,1,1,3,2,3,3,3,3,1
CH267,5,4,3,3,3,2,2,3,3,3,4,1,5,4,4,3,2,3,3,2,5,3,1,3,2,4,1,1,4,2,3,3,5,2,2,1,1,3,3,3,4,3,4,2,3,4
CH268,3,4,2,3,4,3,4,5,2,2,3,3,4,1,4,2,1,3,1,1,3,3,5,5,3,3,4,5,1,2,3,2,3,3,4,4,5,4,3,2,3,1,3,1,2,4
CH269,3,3,4,3,3,3,3,2,3,3,4,1,3,5,1,3,1,4,2,4,5,2,1,4,2,1,2,2,3,3,4,2,3,2,3,3,5,5,4,5,1,4,1,3,1,4
CH270,1,3,3,2,3,4,3,3,5,3,4,3,4,3,3,4,3,3,3,2,4,3,3,3,3,4,3,3,5,5,3,5,3,1,2,2,4,4,4,3,3,1,2,3,4,3
CH276,3,4,3,2,3,4,4,3,4,5,1,4,5,3,3,3,5,4,3,5,4,3,2,3,4,3,3,1,3,1,1,2,2,2,5,5,1,1,3,5,4,3,3,4,3,4
CH279,5,4,2,3,4,4,2,3,5,3,3,3,3,2,3,4,3,3,2,2,2,5,5,4,1,3,3,5,2,4,5,5,3,2,1,1,1,5,5,2,1,3,4,4,1,3
CH281,4,4,3,3,2,4,3,2,4,4,3,4,2,5,5,1,4,4,4,2,5,4,3,4,3,3,2,5,2,3,3,1,4,3,2,5,5,3,4,1,3,1,4,4,2,1
CH287,4,3,4,3,2,3,2,3,4,3,4,3,2,3,2,4,2,3,2,2,1,3,4,1,4,4,2,4,4,3,4,1,3,2,4,4,4,2,3,1,5,3,3,3,3,2
CH289,4,3,3,4,4,1,5,4,3,2,2,4,3,5,5,1,3,3,3,3,4,3,4,5,3,3,3,1,2,2,3,3,3,3,5,4,3,5,3,3,3,3,4,3,3,3
CH291,5,4,2,1,3,2,3,2,4,2,5,2,3,3,4,2,3,1,3,3,5,3,3,2,4,1,1,4,3,1,3,2,3,5,1,4,3,4,3,4,3,4,3,3,3,2
CH295,4,3,3,5,1,4,3,3,4,4,1,4,1,1,2,5,3,3,4,2,5,3,4,3,5,4,3,1,1,3,1,3,4,4,5,1,4,2,5,2,5,3,4,2,1,3
CH304,3,5,3,3,3,3,4,4,3,2,3,3,3,2,3,4,3,5,2,3,3,4,3,4,4,2,3,1,2,1,3,4,4,2,3,3,4,4,3,3,3,2,2,1,4,5
CH308,1,2,2,3,3,1,1,3,3,3,5,3,3,4,3,3,3,5,2,4,1,2,3,3,3,2,1,3,1,5,3,3,2,2,4,3,2,2,4,3,3,1,3,2,2,3
CH311,3,3,3,4,3,4,4,5,3,2,3,4,4,2,3,4,5,3,1,5,1,2,3,1,5,3,3,3,1,4,3,1,4,5,3,5,3,1,5,2,4,3,2,3,3,4
CH320,2,5,4,3,3,4,5,5,4,1,5,4,3,2,2,3,4,4,3,4,3,3,3,2,4,2,4,3,3,2,2,2,4,3,4,4,2,2,5,2,2,5,3,5,4,5
CH322,4,2,4,3,2,2,2,2,3,5,2,5,3,4,2,4,3,2,3,3,3,3,3,3,3,4,5,2,3,3,3,4,3,1,3,4,5,2,3,3,2,3,3,1,4,3
CH324,5,2,1,1,3,4,3,4,3,2,4,3,3,2,2,3,5,3,3,4,3,2,3,2,4,4,3,2,2,3,2,3,3,3,5,1,3,4,2,3,3,5,4,5,3,2
CH327,2,4,3,2,3,4,5,1,2,3,2,2,2,2,4,4,3,3,3,5,1,3,5,3,4,2,2,4,3,4,2,2,2,4,2,3,3,3,3,2,3,3,4,4,2,3
CH328,3,3,5,2,3,2,2,3,3,2,1,3,2,1,4,3,4,4,2,2,1,4,4,2,3,3,3,4,1,5,4,3,2,3,3,1,5,3,3,3,3,1,4,1,4,2
CH329,3,3,3,3,3,3,4,2,3,2,3,2,4,3,3,4,3,4,3,3,1,3,2,1,3,4,4,3,5,5,3,2,2,3,3,1,5,1,4,3,3,3,3,3,3,3
CH334,5,2,3,3,5,3,5,4,2,3,1,3,2,3,3,2,4,3,4,3,4,1,3,4,4,3,3,4,3,4,3,2,4,3,4,3,2,3,2,3,4,3,4,1,4,3
CH340,5,4,2,4,4,4,3,4,3,3,3,1,3,3,4,3,4,2,3,2,2,2,3,4,2,3,5,1,1,4,2,3,3,3,1,3,3,2,2,3,5,5,4,2,3,5
CH342,3,3,2,4,4,2,3,3,2,5,2,5,2,3,5,2,4,3,3,3,3,4,3,5,5,3,3,4,2,3,3,3,4,3,4,2,3,4,2,3,5,5,4,3,2,5
CH343,1,3,2,5,3,4,3,4,4,4,1,3,4,5,4,3,3,3,2,5,2,4,4,4,3,4,3,2,2,1,3,4,3,2,5,3,1,2,3,3,3,2,1,2,5,3
CH345,2,2,5,2,1,5,2,4,4,3,5,5,3,2,1,5,4,3,5,2,2,4,5,2,2,5,4,2,3,3,4,3,3,4,4,4,2,3,3,2,5,3,3,4,2,4
CH346,5,4,3,2,4,4,3,4,3,4,2,1,5,2,4,1,3,1,3,2,3,3,3,1,3,4,4,3,5,3,3,3,3,3,3,3,5,1,3,4,3,3,3,5,5,2
CH350,5,3,3,5,4,3,4,3,1,3,5,3,3,2,3,5,2,5,4,2,4,3,3,4,2,3,3,3,1,2,3,3,1,3,3,2,3,4,1,3,3,3,3,1,3,3
CH351,4,4,3,2,3,4,2,2,2,4,3,5,4,2,5,3,4,3,5,4,3,3,2,4,2,3,5,1,2,3,3,4,1,3,5,3,3,4,4,4,5,4,2,4,3,5
CH352,1,3,1,2,3,4,3,3,2,4,5,5,3,1,1,4,3,2,3,3,4,3,3,3,2,2,3,2,5,3,2,5,4,1,3,3,3,3,4,3,1,1,3,3,3,2
CH355,4,3,3,4,2,3,3,2,2,5,4,1,3,2,3,2,5,5,1,2,4,3,1,1,2,3,4,3,2,2,3,3,3,3,3,2,5,2,3,1,2,3,2,3,3,3
CH362,3,3,4,4,2,5,2,2,4,4,2,3,1,3,5,2,1,4,5,2,4,3,4,3,5,1,4,3,1,2,4,1,3,4,3,3,1,2,2,4,4,3,3,1,3,2
CH366,3,3,3,3,2,3,2,4,2,3,4,1,3,2,2,2,3,4,3,5,1,4,2,4,3,3,2,4,3,5,2,4,4,1,3,3,1,3,4,3,2,2,4,1,2,4
CH368,3,2,2,2,1,2,4,3,4,5,3,5,1,4,3,3,1,2,5,3,5,2,3,2,5,4,5,1,2,5,2,3,5,1,3,3,4,4,3,4,2,3,3,4,3,3
CH374,3,2,3,3,2,3,5,5,3,2,5,2,4,5,5,3,3,3,3,2,3,1,2,2,3,5,3,2,5,2,3,3,3,4,2,3,3,1,3,3,2,3,2,3,3,3
CH384,2,2,4,4,1,3,3,3,1,3,3,4,4,2,5,1,3,2,3,4,4,2,3,3,1,4,3,3,3,3,4,3,4,5,3,2,2,3,3,5,4,5,3,1,3,4
CH385,3,3,3,5,3,4,1,3,4,4,3,4,2,4,4,4,3,1,4,1,5,3,1,2,3,5,1,1,3,3,4,4,3,2,3,2,2,3,3,4,1,5,3,4,3,2
CH386,3,4,4,2,3,1,3,3,1,4,3,4,3,3,2,3,3,5,3,3,5,3,2,3,2,3,4,1,3,3,2,3,4,4,2,3,4,5,4,3,2,3,3,3,2,3
CH391,4,3,1,1,2,2,5,3,4,1,2,1,3,3,3,1,3,3,1,3,4,4,2,2,2,3,3,3,1,3,3,3,5,5,3,2,5,3,3,2,5,5,5,3,4,4
CH392,3,4,3,4,5,3,5,3,2,3,3,2,3,2,3,2,5,2,5,5,3,1,4,2,3,2,1,1,3,4,4,3,3,3,3,3,2,3,3,3,3,3,2,1,4,3
CH395,4,2,5,3,5,3,2,3,3,3,3,5,3,2,1,4,2,5,4,2,5,1,3,2,5,1,4,4,2,4,1,2,5,2,2,4,2,3,2,4,5,2,4,3,3,3
CH396,4,4,3,1,3,4,3,3,1,5,2,3,3,2,2,5,5,3,3,3,2,5,3,3,4,4,2,1,2,3,3,3,1,1,3,2,3,2,3,2,2,2,3,3,4,4
CH400,2,3,1,3,4,4,2,3,4,2,1,2,2,1,2,3,4,1,5,1,4,1,2,5,3,3,3,4,5,5,3,1,3,3,3,2,1,2,3,1,4,5,3,1,5,3
CH403,3,3,2,4,3,1,2,2,5,3,5,2,5,5,4,4,1,2,2,5,3,3,2,2,3,3,4,3,3,3,5,1,4,2,3,5,3,5,2,5,1,3,3,4,2,5
CH404,2,4,4,4,4,1,5,3,2,1,3,1,1,3,1,4,1,3,3,3,2,4,3,4,4,4,4,4,2,2,4,2,3,2,2,3,2,4,2,4,3,2,3,3,2,4
CH408,3,3,1,2,1,5,4,2,3,3,4,2,4,2,2,4,2,5,2,3,2,3,4,3,2,5,3,4,5,3,3,3,3,1,1,2,3,3,2,3,3,2,3,2,1,2
CH414,2,4,4,4,5,3,2,4,3,5,3,4,4,5,5,5,5,2,3,5,3,5,4,4,4,3,2,4,1,2,1,2,3,4,4,3,4,3,2,5,2,2,2,4,3,3
CH419,2,5,4,2,3,3,2,2,4,3,3,1,2,4,4,4,3,4,2,2,3,4,5,5,2,3,3,4,3,1,4,4,4,4,4,3,2,2,4,4,3,3,3,1,2,2
CH421,3,1,3,4,1,3,2,3,2,1,1,3,4,5,2,4,1,4,3,1,1,2,1,4,3,4,3,3,2,3,3,3,4,3,1,5,2,3,3,3,4,2,2,2,4,3
CH424,2,3,3,3,4,4,2,3,4,2,3,2,3,1,3,5,4,3,3,4,2,3,3,3,3,4,3,5,4,5,1,3,2,1,3,5,2,3,3,4,2,3,2,4,2,4
CH425,4,5,3,2,4,4,4,3,3,5,1,3,3,3,2,4,2,2,3,2,2,3,2,3,5,3,3,4,3,3,2,4,2,3,4,4,4,3,3,3,3,3,2,5,3,4
